930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]3)(CC[6a]O)(H)	C[6a](C[6a]C[6a]Cl)(C[6a]C[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]3)(CC[6a]O)(H)	C[6a](C[6a]C[6a]Cl)(C[6a]C[6a]H)(CNO){1|C<3>,2|H<1>}	117.1170	0.000	1	117.1170	0.000	1	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]3)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]I)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]3)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]I)(CNO){1|C<3>,1|H<1>,1|N<3>}	114.9705	1.006	2	114.9705	1.006	2	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]3)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]3)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,2|N<3>}	116.5650	0.000	1	116.5650	0.000	1	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]CC)(CC[6a]O)(H)	C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]CC)(CC[6a]O)(H)	C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(CNO){2|H<1>,3|C<3>}	117.2710	0.000	1	117.2710	0.000	1	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]CC)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]CC)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,2|H<1>}	114.8665	0.322	2	114.8665	0.322	2	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]CH)(CC[6a]O)(H)	C[6a](C[6a]C[5,6a]H)(C[6a]C[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]CH)(CC[6a]O)(H)	C[6a](C[6a]C[5,6a]H)(C[6a]C[6a]H)(CNO){1|C<3>,1|C<4>,1|H<1>}	117.5280	0.000	1	117.5280	0.000	1	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]CH)(CC[6a]O)(H)	C[6a](C[6a]C[6a,6a]C[6a])(C[6a]C[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]CH)(CC[6a]O)(H)	C[6a](C[6a]C[6a,6a]C[6a])(C[6a]C[6a]H)(CNO){1|H<1>,4|C<3>}	115.3583	0.766	3	115.3583	0.766	3	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]CH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]Br)(C[6a]C[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]CH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]Br)(C[6a]C[6a]H)(CNO){1|C<3>,2|H<1>}	117.0840	0.000	1	117.0840	0.000	1	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]CH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]CH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(CNO){1|C<3>,2|H<1>}	116.9710	2.383	3	116.9710	2.383	3	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]CH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]C[4])(C[6a]C[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]CH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]C[4])(C[6a]C[6a]H)(CNO){1|C<4>,1|O<2>,2|C<3>,2|H<1>}	115.7420	0.000	1	115.7420	0.000	1	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]CH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]Cl)(C[6a]C[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]CH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]Cl)(C[6a]C[6a]H)(CNO){1|C<3>,2|H<1>}	116.1900	0.485	2	116.1900	0.485	2	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]CH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]CH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,2|H<1>}	116.4398	0.928	22	116.4664	0.941	25	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]CH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]CH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|H<1>,2|C<3>}	117.3725	0.097	2	116.4664	0.941	25	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]CH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]CH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|N<2>,2|H<1>}	115.2410	0.000	1	116.4664	0.941	25	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]C[3]H)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]C[3]H)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,2|H<1>}	115.1660	0.000	1	115.1660	0.000	1	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(CNO){1|C<3>,2|H<1>}	115.6255	1.038	6	115.6255	1.038	6	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]F)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]F)2(CNO){1|C<3>,2|F<1>}	114.3337	1.695	4	114.3337	1.695	4	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]N)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]N)(CNO){1|C<3>,1|H<1>,1|O<2>}	116.2660	0.000	1	117.2415	0.758	6	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]N)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]N)(CNO){1|C<3>,2|H<1>}	117.4366	0.658	5	117.2415	0.758	6	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]O)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]O)(CNO){1|C<3>,2|H<1>}	118.3253	0.724	10	118.2814	0.702	11	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]O)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]O)(CNO){1|H<1>,2|C<3>}	117.8420	0.000	1	118.2814	0.702	11	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]S)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]S)(CNO){1|C<3>,2|H<1>}	115.5100	0.000	1	115.5100	0.000	1	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)(C[6a]N[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)(C[6a]N[6a]H)(CNO){1|C<3>,1|H<1>}	116.5990	0.000	1	117.0940	1.287	5	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)(C[6a]N[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)(C[6a]N[6a]H)(CNO){2|C<3>}	117.2177	1.452	4	117.0940	1.287	5	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,1|C<4>,1|H<1>}	117.8540	0.000	1	116.8079	0.974	47	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,1|H<1>,1|N<3>}	116.7257	1.128	3	116.8079	0.974	47	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,2|H<1>}	117.3630	1.068	8	116.8079	0.974	47	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,2|O<2>}	117.8000	0.000	1	116.8079	0.974	47	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<4>,2|C<3>}	116.6875	0.481	4	116.8079	0.974	47	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|H<1>,2|C<3>}	116.1139	0.897	17	116.8079	0.974	47	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|N<2>,2|H<1>}	117.2831	0.651	10	116.8079	0.974	47	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO){3|C<3>}	117.2397	0.187	3	116.8079	0.974	47	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HO)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HO)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,2|H<1>}	117.5840	0.000	1	117.5840	0.000	1	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HP)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HP)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,2|H<1>}	116.3760	0.000	1	116.1055	0.383	2	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HP)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HP)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|N<2>,2|H<1>}	115.8350	0.000	1	116.1055	0.383	2	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HS)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]HS)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,2|H<1>}	116.1900	0.000	1	116.1900	0.000	1	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CN[5]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CN[5]HH)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,2|H<1>}	115.7010	0.000	1	115.7010	0.000	1	116.7564	1.321	166	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C[3]-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NC[3]H)(O)	N(C[3]C[3]2C)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NC[3]H)(O)	N(C[3]C[3]2C)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,2|H<1>}	116.5320	0.000	1	116.5320	0.000	1	116.5320	0.000	1	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C[3x6]-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NC[3x6]H)(O)	N(C[3x6]C[5,6,6]2C[6,6])(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NC[3x6]H)(O)	N(C[3x6]C[5,6,6]2C[6,6])(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,2|H<1>}	115.8660	0.000	1	115.8660	0.000	1	115.3530	1.315	3	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C[3x6]-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NC[3x6]H)(O)	N(C[3x6]C[6,6]3)(CC[6a]O)(H)	C[6a](C[6a]C[6a]Cl)(C[6a]C[6a]H)(CNO)	C(C[6a]C[6a]2)(NC[3x6]H)(O)	N(C[3x6]C[6,6]3)(CC[6a]O)(H)	C[6a](C[6a]C[6a]Cl)(C[6a]C[6a]H)(CNO){1|C<3>,2|H<1>}	113.8590	0.000	1	113.8590	0.000	1	115.3530	1.315	3	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	4:3:1:	3:3:3:	C[6a]-3:N-3:O-1:	C[3x6]-4:C-3:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NC[3x6]H)(O)	N(C[3x6]C[6,6]3)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NC[3x6]H)(O)	N(C[3x6]C[6,6]3)(CC[6a]O)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|N<2>,2|H<1>}	116.3340	0.000	1	116.3340	0.000	1	115.3530	1.315	3	116.8788	2.055	323	116.6665	2.263	4999	116.9749	2.574	5815
