818	358	961	4:2:1:	4:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,5]C[5]H)(O[5]C[5])(O)	O[5](C[5]C[5,5]HO)(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,5]C[5]H)(O[5]C[5])(O){1|C<4>,1|O<2>,2|C<3>,3|H<1>}	O[5](C[5]C[5,5]HO)(C[5]C[5,5]O){1|C<3>,1|C<4>,2|H<1>}	O(C[5]C[5,5]O[5])	120.8220	0.000	1	120.9120	0.127	2     121.5980       0.877      50      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,5]C[5]S)(O[5]C[5])(O)	O[5](C[5]C[5,5]HO)(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,5]C[5]S)(O[5]C[5])(O){1|C<4>,1|O<2>,2|C<3>,3|H<1>}	O[5](C[5]C[5,5]HO)(C[5]C[5,5]O){1|C<3>,1|C<4>,1|H<1>,1|S<3>}	O(C[5]C[5,5]O[5])	122.5470	0.000	1	122.5225	0.035	2     121.5980       0.877      50      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,5]C[5]S)(O[5]C[5])(O)	O[5](C[5]C[5,5]HO)(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,5]C[5]S)(O[5]C[5])(O){1|O<2>,2|C<3>,4|H<1>}	O[5](C[5]C[5,5]HO)(C[5]C[5,5]O){1|C<3>,1|C<4>,1|H<1>,1|S<3>}	O(C[5]C[5,5]O[5])	122.4980	0.000	1	122.5225	0.035	2     121.5980       0.877      50      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,5]N[5]C)(O[5]C[5])(O)	O[5](C[5]C[5,5]CH)(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,5]N[5]C)(O[5]C[5])(O){1|C<3>,1|C<4>,1|O<2>,2|H<1>}	O[5](C[5]C[5,5]CH)(C[5]C[5,5]O){1|C<4>,1|H<1>,1|N<2>,1|O<2>}	O(C[5]C[5,5]O[5])	121.8820	0.000	1	121.9145	0.046	2     121.5980       0.877      50      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,5]N[5]C)(O[5]C[5])(O)	O[5](C[5]C[5,5]CH)(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,5]N[5]C)(O[5]C[5])(O){1|N<2>,2|C<4>,2|H<1>}	O[5](C[5]C[5,5]CH)(C[5]C[5,5]O){1|H<1>,1|N<2>,2|C<4>}	O(C[5]C[5,5]O[5])	121.9470	0.000	1	121.9145	0.046	2     121.5980       0.877      50      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,5]N[5]C)(O[5]C[5])(O)	O[5](C[5]C[5,5]C[6a]H)(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,5]N[5]C)(O[5]C[5])(O){1|C<4>,2|C<3>,3|H<1>}	O[5](C[5]C[5,5]C[6a]H)(C[5]C[5,5]O){1|C<4>,1|H<1>,1|N<3>,3|C<3>}	O(C[5]C[5,5]O[5])	123.1260	0.000	1	123.1260	0.000	1     121.5980       0.877      50      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,5]N[5a]C[5])(O[5]C[5])(O)	O[5](C[5]C[5,5]HH)(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,5]N[5a]C[5])(O[5]C[5])(O){1|C<3>,1|O<2>,3|N<2>,4|H<1>}	O[5](C[5]C[5,5]HH)(C[5]C[5,5]O){1|C<4>,1|N<2>,1|N<3>,1|O<2>}	O(C[5]C[5,5]O[5])	123.0800	0.000	1	123.0800	0.000	1     121.5980       0.877      50      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,5]O[5]C)(O[5]C[5])(O)	O[5](C[5]C[5,5]CH)(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,5]O[5]C)(O[5]C[5])(O){1|O<2>,2|C<4>,2|H<1>}	O[5](C[5]C[5,5]CH)(C[5]C[5,5]O){1|C<4>,1|H<1>,2|O<2>}	O(C[5]C[5,5]O[5])	122.4830	0.444	2	122.4830	0.444	2     121.5980       0.877      50      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,5]O[5]C)(O[5]C[5])(O)	O[5](C[5]C[5,5]C[5]H)(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,5]O[5]C)(O[5]C[5])(O){1|O<2>,2|C<4>,2|H<1>}	O[5](C[5]C[5,5]C[5]H)(C[5]C[5,5]O){2|C<4>,2|H<1>,3|O<2>}	O(C[5]C[5,5]O[5])	121.9913	0.361	3	121.9913	0.361	3     121.5980       0.877      50      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,5]O[5]C)(O[5]C[5])(O)	O[5](C[5]C[5,5]HH)(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,5]O[5]C)(O[5]C[5])(O){1|C<3>,1|C<4>,1|O<2>,2|H<1>}	O[5](C[5]C[5,5]HH)(C[5]C[5,5]O){2|C<3>,2|O<2>}	O(C[5]C[5,5]O[5])	122.9540	0.000	1	122.4170	0.759	2     121.5980       0.877      50      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,5]O[5]C)(O[5]C[5])(O)	O[5](C[5]C[5,5]HH)(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,5]O[5]C)(O[5]C[5])(O){1|O<2>,2|C<4>,2|H<1>}	O[5](C[5]C[5,5]HH)(C[5]C[5,5]O){2|C<4>,2|O<2>}	O(C[5]C[5,5]O[5])	121.8800	0.000	1	122.4170	0.759	2     121.5980       0.877      50      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,5]O[5]H)(O[5]C[5])(O)	O[5](C[5]C[5,5]CH)(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,5]O[5]H)(O[5]C[5])(O){1|O<2>,2|C<4>,2|H<1>}	O[5](C[5]C[5,5]CH)(C[5]C[5,5]O){2|H<1>,2|O<2>}	O(C[5]C[5,5]O[5])	121.0000	0.000	1	121.0000	0.000	1     121.5980       0.877      50      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,5]O[5]H)(O[5]C[5])(O)	O[5](C[5]C[5,5]C[5]H)(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,5]O[5]H)(O[5]C[5])(O){1|H<1>,1|O<2>,3|C<4>}	O[5](C[5]C[5,5]C[5]H)(C[5]C[5,5]O){1|H<1>,3|C<4>,3|O<2>}	O(C[5]C[5,5]O[5])	121.7930	0.000	1	121.7930	0.000	1     121.5980       0.877      50      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,5]C[5,5]O[5]H)(O[5]C[5])(O)	O[5](C[5]C[5,5]HH)(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]C[5,5]O[5]H)(O[5]C[5])(O){1|O<2>,2|C<4>,2|H<1>}	O[5](C[5]C[5,5]HH)(C[5]C[5,5]O){1|C<4>,1|H<1>,2|O<2>}	O(C[5]C[5,5]O[5])	122.1020	0.242	2	122.1020	0.242	2     121.5980       0.877      50      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,5]N[5,5]C[5]C)(O[5]C[5])(O)	O[5](C[5]N[5,5]CH)(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]N[5,5]C[5]C)(O[5]C[5])(O){3|C<4>,3|H<1>}	O[5](C[5]N[5,5]CH)(C[5]C[5,5]O){3|C<4>}	O(C[5]C[5,5]O[5])	120.4890	0.000	1	120.4890	0.000	1     121.5980       0.877      50      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,5]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,5]N[5,5]C[5]H)(O[5]C[5])(O)	O[5](C[5]N[5,5]CH)(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]N[5,5]C[5]H)(O[5]C[5])(O){1|C<3>,2|C<4>,3|H<1>}	O[5](C[5]N[5,5]CH)(C[5]C[5,5]O){1|C<3>,1|C<4>,1|H<1>}	O(C[5]C[5,5]O[5])	121.4510	0.000	1	121.4510	0.000	1     121.5980       0.877      50      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,5]-4:O[5]-2:O-1:	P[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,5]N[5,5]C[5]H)(O[5]P[5])(O)	O[5](P[5]N[5,5]RhN)(C[5]C[5,5]O)	O(C[5]C[5,5]O[5])	C[5](C[5,5]N[5,5]C[5]H)(O[5]P[5])(O){1|Rh<5>,1|N<3>,2|C<4>,2|H<1>}	O[5](P[5]N[5,5]RhN)(C[5]C[5,5]O){1|H<1>,2|C<4>}	O(C[5]C[5,5]O[5])	120.6060	1.332	2	120.6060	1.332	2     120.6060       1.332      2      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6,6]-4:O[5]-2:O-1:	C[5,3x6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6,6]C[5,3x6]C[6,6]H)(O[5]C[5,3x6])(O)	O[5](C[5,3x6]C[5,3x6]C[3x6]O[6])(C[5]C[5,6,6]O)	O(C[5]C[5,6,6]O[5])	C[5](C[5,6,6]C[5,3x6]C[6,6]H)(O[5]C[5,3x6])(O){1|O<2>,2|C<3>,2|C<4>,2|H<1>}	O[5](C[5,3x6]C[5,3x6]C[3x6]O[6])(C[5]C[5,6,6]O){1|C<3>,1|O<2>,3|C<4>,3|H<1>}	O(C[5]C[5,6,6]O[5])	121.7670	0.000	1	121.7670	0.000	1     121.7670       0.000      1      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6,6]-4:O[5]-2:O-1:	C[5,6,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6,6]C[5,3x6]C[6,6]H)(O[5]C[5,6,6])(O)	O[5](C[5,6,6]C[5,3x6]C[6,6]H)(C[5]C[5,6,6]O)	O(C[5]C[5,6,6]O[5])	C[5](C[5,6,6]C[5,3x6]C[6,6]H)(O[5]C[5,6,6])(O){1|N<3>,2|C<4>,4|H<1>}	O[5](C[5,6,6]C[5,3x6]C[6,6]H)(C[5]C[5,6,6]O){1|Br<1>,1|N<3>,2|C<4>,3|H<1>}	O(C[5]C[5,6,6]O[5])	121.1320	0.000	1	121.1320	0.000	1     120.9781       0.581      10      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6,6]-4:O[5]-2:O-1:	C[5,6,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6,6]C[5,3x6]C[6,6]H)(O[5]C[5,6,6])(O)	O[5](C[5,6,6]C[5,3x6]C[6,6]O)(C[5]C[5,6,6]O)	O(C[5]C[5,6,6]O[5])	C[5](C[5,6,6]C[5,3x6]C[6,6]H)(O[5]C[5,6,6])(O){1|C<4>,1|O<2>,2|H<1>,3|C<3>}	O[5](C[5,6,6]C[5,3x6]C[6,6]O)(C[5]C[5,6,6]O){1|C<3>,1|O<1>,2|C<4>,2|H<1>}	O(C[5]C[5,6,6]O[5])	120.7760	0.000	1	120.7760	0.000	1     120.9781       0.581      10      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6,6]-4:O[5]-2:O-1:	C[5,6,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6,6]C[5,6,6]C[6,6]C[6])(O[5]C[5,6,6])(O)	O[5](C[5,6,6]C[5,6,6]C[6]2)(C[5]C[5,6,6]O)	O(C[5]C[5,6,6]O[5])	C[5](C[5,6,6]C[5,6,6]C[6,6]C[6])(O[5]C[5,6,6])(O){1|C<3>,1|O<2>,3|H<1>,5|C<4>}	O[5](C[5,6,6]C[5,6,6]C[6]2)(C[5]C[5,6,6]O){1|C<3>,2|H<1>,2|O<2>,4|C<4>}	O(C[5]C[5,6,6]O[5])	120.5650	0.000	1	120.5650	0.000	1     120.9781       0.581      10      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6,6]-4:O[5]-2:O-1:	C[5,6,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6,6]C[5,6,6]C[6]2)(O[5]C[5,6,6])(O)	O[5](C[5,6,6]C[5,6,6]C[3,6]C[6,6])(C[5]C[5,6,6]O)	O(C[5]C[5,6,6]O[5])	C[5](C[5,6,6]C[5,6,6]C[6]2)(O[5]C[5,6,6])(O){5|C<4>,5|H<1>}	O[5](C[5,6,6]C[5,6,6]C[3,6]C[6,6])(C[5]C[5,6,6]O){1|N<3>,2|H<1>,7|C<4>}	O(C[5]C[5,6,6]O[5])	121.1380	0.000	1	121.1380	0.000	1     120.9781       0.581      10      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6,6]-4:O[5]-2:O-1:	C[5,6,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6,6]C[5,6,6]C[6]2)(O[5]C[5,6,6])(O)	O[5](C[5,6,6]C[5,6,6]C[6,6]C[6])(C[5]C[5,6,6]O)	O(C[5]C[5,6,6]O[5])	C[5](C[5,6,6]C[5,6,6]C[6]2)(O[5]C[5,6,6])(O){1|C<3>,4|C<4>,5|H<1>}	O[5](C[5,6,6]C[5,6,6]C[6,6]C[6])(C[5]C[5,6,6]O){1|C<3>,2|H<1>,6|C<4>}	O(C[5]C[5,6,6]O[5])	121.7720	0.601	2	121.0283	0.743	6     120.9781       0.581      10      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6,6]-4:O[5]-2:O-1:	C[5,6,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6,6]C[5,6,6]C[6]2)(O[5]C[5,6,6])(O)	O[5](C[5,6,6]C[5,6,6]C[6,6]C[6])(C[5]C[5,6,6]O)	O(C[5]C[5,6,6]O[5])	C[5](C[5,6,6]C[5,6,6]C[6]2)(O[5]C[5,6,6])(O){5|C<4>,5|H<1>}	O[5](C[5,6,6]C[5,6,6]C[6,6]C[6])(C[5]C[5,6,6]O){1|C<3>,1|O<2>,2|H<1>,6|C<4>}	O(C[5]C[5,6,6]O[5])	120.7240	0.182	2	121.0283	0.743	6     120.9781       0.581      10      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6,6]-4:O[5]-2:O-1:	C[5,6,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6,6]C[5,6,6]C[6]2)(O[5]C[5,6,6])(O)	O[5](C[5,6,6]C[5,6,6]C[6,6]C[6])(C[5]C[5,6,6]O)	O(C[5]C[5,6,6]O[5])	C[5](C[5,6,6]C[5,6,6]C[6]2)(O[5]C[5,6,6])(O){5|C<4>,5|H<1>}	O[5](C[5,6,6]C[5,6,6]C[6,6]C[6])(C[5]C[5,6,6]O){3|H<1>,7|C<4>}	O(C[5]C[5,6,6]O[5])	120.5890	0.829	2	121.0283	0.743	6     120.9781       0.581      10      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6,6]C[5,3x6]C[3x6]C)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,3x6]C[6]H)(C[5]C[5,6,6]O)	O(C[5]C[5,6,6]O[5])	C[5](C[5,6,6]C[5,3x6]C[3x6]C)(O[5]C[5,6])(O){1|C<3>,2|C<4>,2|H<1>,2|O<2>}	O[5](C[5,6]C[5,3x6]C[6]H)(C[5]C[5,6,6]O){1|C<3>,2|H<1>,3|C<4>}	O(C[5]C[5,6,6]O[5])	121.0405	1.476	2	121.0405	1.476	2     121.1730       1.069      3      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6,6]C[5,6,6]C[6]2)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6,6]C[6]H)(C[5]C[5,6,6]O)	O(C[5]C[5,6,6]O[5])	C[5](C[5,6,6]C[5,6,6]C[6]2)(O[5]C[5,6])(O){4|C<4>,6|H<1>}	O[5](C[5,6]C[5,6,6]C[6]H)(C[5]C[5,6,6]O){1|H<1>,6|C<4>}	O(C[5]C[5,6,6]O[5])	121.4380	0.000	1	121.4380	0.000	1     121.1730       1.069      3      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6,6]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6,6]C[5,6,6]C[3x6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6,6]HH)(C[5]C[5,6,6]O)	O(C[5]C[5,6,6]O[5])	C[5](C[5,6,6]C[5,6,6]C[3x6]H)(O[5]C[5])(O){1|O<1>,2|H<1>,4|C<4>}	O[5](C[5]C[5,6,6]HH)(C[5]C[5,6,6]O){1|H<1>,1|O<1>,2|C<4>}	O(C[5]C[5,6,6]O[5])	122.7780	0.000	1	122.7780	0.000	1     122.2160       0.795      2      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6,6]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6,6]C[5,6,6]C[6,6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6,6]HH)(C[5]C[5,6,6]O)	O(C[5]C[5,6,6]O[5])	C[5](C[5,6,6]C[5,6,6]C[6,6]H)(O[5]C[5])(O){1|C<3>,3|C<4>,3|H<1>}	O[5](C[5]C[5,6,6]HH)(C[5]C[5,6,6]O){1|C<3>,1|H<1>,2|C<4>}	O(C[5]C[5,6,6]O[5])	121.6540	0.000	1	121.6540	0.000	1     122.2160       0.795      2      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,3x6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,4x6]C[6]C)(O[5]C[5,3x6])(O)	O[5](C[5,3x6]C[5,4x6]C[3x6]C[6])(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,4x6]C[6]C)(O[5]C[5,3x6])(O){1|O<2>,2|H<1>,4|C<4>}	O[5](C[5,3x6]C[5,4x6]C[3x6]C[6])(C[5]C[5,6]O){1|O<2>,2|H<1>,7|C<4>}	O(C[5]C[5,6]O[5])	120.6570	0.000	1	120.6570	0.000	1     120.6570       0.000      1      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,5,6]C[5,6]C)(O[5]C[5,5,6])(O)	O[5](C[5,5,6]C[5,5,6]C[5,6]H)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,5,6]C[5,6]C)(O[5]C[5,5,6])(O){1|O<2>,3|C<4>,3|H<1>}	O[5](C[5,5,6]C[5,5,6]C[5,6]H)(C[5]C[5,6]O){1|C<3>,1|O<2>,2|H<1>,3|C<4>}	O(C[5]C[5,6]O[5])	120.3200	0.000	1	120.3200	0.000	1     120.5332       0.254      5      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,5,6]C[5,6]H)(O[5]C[5,5,6])(O)	O[5](C[5,5,6]C[5,5,6]C[5,6]H)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,5,6]C[5,6]H)(O[5]C[5,5,6])(O){1|C<3>,1|O<2>,2|H<1>,3|C<4>}	O[5](C[5,5,6]C[5,5,6]C[5,6]H)(C[5]C[5,6]O){1|C<3>,1|O<2>,2|H<1>,3|C<4>}	O(C[5]C[5,6]O[5])	120.3170	0.000	1	120.3170	0.000	1     120.5332       0.254      5      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,5,6]C[6]C)(O[5]C[5,5,6])(O)	O[5](C[5,5,6]C[5,5,6]C[5,6]C[6])(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,5,6]C[6]C)(O[5]C[5,5,6])(O){1|O<2>,2|H<1>,4|C<4>}	O[5](C[5,5,6]C[5,5,6]C[5,6]C[6])(C[5]C[5,6]O){4|H<1>,6|C<4>}	O(C[5]C[5,6]O[5])	120.6763	0.229	3	120.6763	0.229	3     120.5332       0.254      5      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,5,6]C[6]H)(O[5]C[5,5])(O)	O[5](C[5,5]C[5,5,6]C[5,6a]C[6a])(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,5,6]C[6]H)(O[5]C[5,5])(O){2|C<3>,2|C<4>,3|H<1>}	O[5](C[5,5]C[5,5,6]C[5,6a]C[6a])(C[5]C[5,6]O){1|N<2>,2|C<4>,2|H<1>,3|C<3>}	O(C[5]C[5,6]O[5])	120.5700	0.000	1	120.5700	0.000	1     120.9825       0.571      4      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,5,6]C[6]H)(O[5]C[5,5])(O)	O[5](C[5,5]C[5,5,6]C[6a]C[5])(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,5,6]C[6]H)(O[5]C[5,5])(O){1|C<3>,3|C<4>,3|H<1>}	O[5](C[5,5]C[5,5,6]C[6a]C[5])(C[5]C[5,6]O){1|C<3>,1|N<2>,3|C<4>,4|H<1>}	O(C[5]C[5,6]O[5])	120.4480	0.000	1	120.4480	0.000	1     120.9825       0.571      4      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,5,6]C[6]H)(O[5]C[5,5])(O)	O[5](C[5,5]C[5,5,6]O[5]H)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,5,6]C[6]H)(O[5]C[5,5])(O){1|C<3>,1|O<2>,2|C<4>,2|H<1>}	O[5](C[5,5]C[5,5,6]O[5]H)(C[5]C[5,6]O){1|C<3>,1|H<1>,3|C<4>}	O(C[5]C[5,6]O[5])	121.4560	0.269	2	121.4560	0.269	2     120.9825       0.571      4      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6,6]C[5,6]H)(O[5]C[5,6,6])(O)	O[5](C[5,6,6]C[5,6,6]C[6]2)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6,6]C[5,6]H)(O[5]C[5,6,6])(O){2|C<3>,2|C<4>,3|O<2>}	O[5](C[5,6,6]C[5,6,6]C[6]2)(C[5]C[5,6]O){1|C<3>,2|O<2>,3|C<4>,3|H<1>}	O(C[5]C[5,6]O[5])	122.3440	0.000	1	122.3440	0.000	1     121.5735       0.567      4      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6,6]C[6]H)(O[5]C[5,6,6])(O)	O[5](C[5,6,6]C[5,6,6]C[6]2)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6,6]C[6]H)(O[5]C[5,6,6])(O){1|C<3>,1|H<1>,1|O<2>,4|C<4>}	O[5](C[5,6,6]C[5,6,6]C[6]2)(C[5]C[5,6]O){1|C<3>,1|O<2>,3|H<1>,4|C<4>}	O(C[5]C[5,6]O[5])	121.6510	0.000	1	121.6510	0.000	1     121.5735       0.567      4      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5,6,6])(O)	O[5](C[5,6,6]C[5,6,6]C[5,6]N[6])(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5,6,6])(O){1|N<3>,2|C<4>,4|H<1>}	O[5](C[5,6,6]C[5,6,6]C[5,6]N[6])(C[5]C[5,6]O){3|H<1>,6|C<4>}	O(C[5]C[5,6]O[5])	121.1495	0.063	2	121.1495	0.063	2     121.5735       0.567      4      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6,6]C[3,6]H)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6,6]C[6]H)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6,6]C[3,6]H)(O[5]C[5,6])(O){1|C<3>,1|H<1>,1|O<2>,4|C<4>}	O[5](C[5,6]C[5,6,6]C[6]H)(C[5]C[5,6]O){1|C<3>,3|C<4>,3|H<1>}	O(C[5]C[5,6]O[5])	121.7020	0.000	1	121.7020	0.000	1     121.3658       0.855      35      121.4563     1.107     856
