490	474	670	3:4:3:1:	3:4:4:1:	4:3:1:	C[5a]-3:C[5]-4:N-3:H-1:	N[5]-3:C[5]-4:C-4:H-1:	C-4:C[6a]-3:H-1:	C(C[5a]C[5a]N[5a])(C[5]C[5]N[5]H)(NC[6a]H)(H)	C[5](N[5]C[6a]C[5])(C[5]C[5]HH)(CC[5a]HN)(H)	N(CC[5a]C[5]H)(C[6a]C[6a]2)(H)	C(C[5a]C[5a]N[5a])(C[5]C[5]N[5]H)(NC[6a]H)(H)	C[5](N[5]C[6a]C[5])(C[5]C[5]HH)(CC[5a]HN)(H){1|C<3>,1|N<2>,4|H<1>}	N(CC[5a]C[5]H)(C[6a]C[6a]2)(H)	112.3270	0.000	1	112.3270	0.000	1     112.3270       0.000      1      112.3270     0.000     1
490	474	670	3:4:3:1:	4:3:4:1:	4:4:2:	C[5a]-3:C[5]-4:N-3:H-1:	C[5]-4:N[5]-3:C-4:H-1:	C-4:C-4:O-2:	C(C[5a]C[5a]N[5a])(C[5]C[5]N[5]H)(NCO)(H)	C[5](C[5]S[5]HH)(N[5]C[5]C)(CC[5a]HN)(H)	N(CC[5a]C[5]H)(CC[6a]HH)(OH)	C(C[5a]C[5a]N[5a])(C[5]C[5]N[5]H)(NCO)(H)	C[5](C[5]S[5]HH)(N[5]C[5]C)(CC[5a]HN)(H){2|H<1>}	N(CC[5a]C[5]H)(CC[6a]HH)(OH)	107.8890	0.000	1	107.8890	0.000	1     109.0520       1.645      2      109.0520     1.645     2
490	474	670	3:4:3:1:	4:3:4:1:	4:4:2:	C[5a]-3:C[5]-4:N-3:H-1:	C[5]-4:N[5]-3:C-4:H-1:	C-4:C-4:O-2:	C(C[5a]C[5a]O[5a])(C[5]C[5]N[5]H)(NCO)(H)	C[5](C[5]O[5]HH)(N[5]C[5]C)(CC[5a]HN)(H)	N(CC[5a]C[5]H)(CC[6a]HH)(OH)	C(C[5a]C[5a]O[5a])(C[5]C[5]N[5]H)(NCO)(H)	C[5](C[5]O[5]HH)(N[5]C[5]C)(CC[5a]HN)(H){2|C<4>}	N(CC[5a]C[5]H)(CC[6a]HH)(OH)	110.2150	0.000	1	110.2150	0.000	1     109.0520       1.645      2      109.0520     1.645     2
490	474	670	3:4:3:1:	4:3:4:2:	4:3:1:	C[6a]-3:C[5]-4:N-3:H-1:	C[5]-4:C[5]-3:C-4:S-2:	C-4:C-3:H-1:	C(C[6a]C[6a]2)(C[5]C[5]2S)(NCH)(H)	C[5](C[5]C[5]HH)(C[5]O[5]O)(CC[6a]HN)(SC)	N(CC[6a]C[5]H)(COO)(H)	C(C[6a]C[6a]2)(C[5]C[5]2S)(NCH)(H)	C[5](C[5]C[5]HH)(C[5]O[5]O)(CC[6a]HN)(SC){2|H<1>}	N(CC[6a]C[5]H)(COO)(H)	110.6380	0.000	1	110.6380	0.000	1     110.6380       0.000      1      110.6380     0.000     1
490	474	670	3:4:3:1:	4:3:4:3:	4:3:1:	C[6a]-3:C[5]-4:N-3:H-1:	C[5]-4:C[5]-3:C-4:C-3:	C-4:C-3:H-1:	C(C[6a]C[6a]2)(C[5]C[5]2C)(NCH)(H)	C[5](C[5]C[5]HH)(C[5]O[5]O)(CC[6a]HN)(CCO)	N(CC[6a]C[5]H)(COO)(H)	C(C[6a]C[6a]2)(C[5]C[5]2C)(NCH)(H)	C[5](C[5]C[5]HH)(C[5]O[5]O)(CC[6a]HN)(CCO){2|H<1>}	N(CC[6a]C[5]H)(COO)(H)	108.4540	0.000	1	108.4540	0.000	1     108.4540       0.000      1      108.4540     0.000     1
490	474	670	3:4:3:1:	4:3:4:4:	4:3:1:	C[6a]-3:C[5]-4:N-3:H-1:	C[5]-4:C[5]-3:C-4:P-4:	C-4:C-3:H-1:	C(C[6a]C[6a]2)(C[5]C[5]2P)(NCH)(H)	C[5](C[5]C[5]HH)(C[5]C[5]O)(CC[6a]HN)(PO3)	N(CC[6a]C[5]H)(COO)(H)	C(C[6a]C[6a]2)(C[5]C[5]2P)(NCH)(H)	C[5](C[5]C[5]HH)(C[5]C[5]O)(CC[6a]HN)(PO3){4|H<1>}	N(CC[6a]C[5]H)(COO)(H)	108.9690	0.000	1	108.9690	0.000	1     108.9690       0.000      1      108.9690     0.000     1
490	474	670	3:4:3:1:	4:4:2:1:	4:4:2:	C[5a]-3:C[5]-4:N-3:H-1:	C[5]-4:C-4:O[5]-2:H-1:	C-4:C-4:O-2:	C(C[5a]C[5a]N[5a])(C[5]C[5]O[5]H)(NCO)(H)	C[5](C[5]O[5]HH)(CC[5a]HN)(O[5]C[5])(H)	N(CC[5a]C[5]H)(CC[6a]HH)(OH)	C(C[5a]C[5a]N[5a])(C[5]C[5]O[5]H)(NCO)(H)	C[5](C[5]O[5]HH)(CC[5a]HN)(O[5]C[5])(H){2|C<4>}	N(CC[5a]C[5]H)(CC[6a]HH)(OH)	108.1450	0.000	1	108.1450	0.000	1     108.7700       0.884      2      108.7700     0.884     2
490	474	670	3:4:3:1:	4:4:2:1:	4:4:2:	C[5a]-3:C[5]-4:N-3:H-1:	C[5]-4:C-4:O[5]-2:H-1:	C-4:C-4:O-2:	C(C[5a]C[5a]O[5a])(C[5]C[5]O[5]H)(NCO)(H)	C[5](C[5]C[5]O[5]H)(CC[5a]HN)(O[5]C[5])(H)	N(CC[5a]C[5]H)(CC[6a]HH)(OH)	C(C[5a]C[5a]O[5a])(C[5]C[5]O[5]H)(NCO)(H)	C[5](C[5]C[5]O[5]H)(CC[5a]HN)(O[5]C[5])(H){1|H<1>,1|O<2>,3|C<4>}	N(CC[5a]C[5]H)(CC[6a]HH)(OH)	109.3950	0.000	1	109.3950	0.000	1     108.7700       0.884      2      108.7700     0.884     2
490	474	670	3:4:3:1:	4:4:4:1:	4:3:1:	C[6a]-3:C[5]-4:N-3:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:C-3:H-1:	C(C[6a]C[6a]2)(C[5]C[5]2H)(NCH)(H)	C[5](C[5]C[5,6a]C[5]H)(C[5]C[5,6a]HH)(CC[6a]HN)(H)	N(CC[6a]C[5]H)(CCO)(H)	C(C[6a]C[6a]2)(C[5]C[5]2H)(NCH)(H)	C[5](C[5]C[5,6a]C[5]H)(C[5]C[5,6a]HH)(CC[6a]HN)(H){1|H<1>,2|C<3>,2|C<4>}	N(CC[6a]C[5]H)(CCO)(H)	111.5930	0.281	2	111.5930	0.281	2     111.8460       0.481      3      111.8460     0.481     3
490	474	670	3:4:3:1:	4:4:4:1:	4:3:1:	C[6a]-3:C[5]-4:N-3:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:C-3:H-1:	C(C[6a]C[6a]2)(C[5]C[5]2H)(NCH)(H)	C[5](C[5]C[5]CH)(C[5]N[5]HH)(CC[6a]HN)(H)	N(CC[6a]C[5]H)(COO)(H)	C(C[6a]C[6a]2)(C[5]C[5]2H)(NCH)(H)	C[5](C[5]C[5]CH)(C[5]N[5]HH)(CC[6a]HN)(H){1|C<3>,1|H<1>,1|S<4>}	N(CC[6a]C[5]H)(COO)(H)	112.3520	0.000	1	112.3520	0.000	1     111.8460       0.481      3      111.8460     0.481     3
490	474	670	3:4:3:1:	4:4:4:1:	4:4:1:	C[6a]-3:C[5]-4:N-3:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:C-4:H-1:	C(C[6a]C[6a]2)(C[5]C[5]2H)(NCH)(H)	C[5](C[5]C[5]HH)2(CC[6a]HN)(H)	N(CC[6a]C[5]H)(CC[6a]CH)(H)	C(C[6a]C[6a]2)(C[5]C[5]2H)(NCH)(H)	C[5](C[5]C[5]HH)2(CC[6a]HN)(H){4|H<1>}	N(CC[6a]C[5]H)(CC[6a]CH)(H)	109.6277	0.220	3	109.6277	0.220	3     109.6277       0.220      3      109.6277     0.220     3
490	474	670	3:4:4:3:	4:3:4:1:	4:3:1:	C[6a]-3:C[5]-4:C-4:N-3:	C[5]-4:C[5]-3:C-4:H-1:	C-4:S-3:H-1:	C(C[6a]C[6a]2)(C[5]C[5]2H)(CH3)(NHS)	C[5](C[5]C[5,6a]HH)(C[5]C[5,6a]O)(CC[6a]CN)(H)	N(CC[6a]C[5]C)(SCO)(H)	C(C[6a]C[6a]2)(C[5]C[5]2H)(CH3)(NHS)	C[5](C[5]C[5,6a]HH)(C[5]C[5,6a]O)(CC[6a]CN)(H){2|C<3>}	N(CC[6a]C[5]C)(SCO)(H)	104.3110	0.000	1	104.3110	0.000	1     104.3110       0.000      1      104.3110     0.000     1
490	474	670	4:3:1:1:	2:2:4:4:	4:4:3:	C[5]-4:N-3:H-1:H-1:	O[5]-2:O[5]-2:C-4:C-4:	C-4:C-4:C-3:	C(C[5]O[5]2C)(NCC)(H)2	C[5](O[5]C[5])2(CHHN)2	N(CC[5]HH)(CCHH)(CCO)	C(C[5]O[5]2C)(NCC)(H)2	C[5](O[5]C[5])2(CHHN)2{4|H<1>}	N(CC[5]HH)(CCHH)(CCO)	115.8692	1.440	4	115.8692	1.440	4     115.8692       1.440      4      115.8692     1.440     4
490	474	670	4:3:1:1:	3:2:4:1:	4:1:1:	C[5]-4:N-3:H-1:H-1:	C[5,6]-3:O[5]-2:C-4:H-1:	C-4:O-1:O-1:	C(C[5]C[5,6]O[5]H)(NOO)(H)2	C[5](C[5,6]C[5,6]C[6])(O[5]C[5])(CHHN)(H)	N(CC[5]HH)(O)2	C(C[5]C[5,6]O[5]H)(NOO)(H)2	C[5](C[5,6]C[5,6]C[6])(O[5]C[5])(CHHN)(H){2|C<4>,4|H<1>}	N(CC[5]HH)(O)2	113.1860	0.000	1	113.1860	0.000	1     113.1860       0.000      1      113.1860     0.000     1
490	474	670	4:3:1:1:	3:2:4:4:	4:4:3:	C[5]-4:N-3:H-1:H-1:	C[5,5a]-3:O[5]-2:C-4:C-4:	C-4:C-4:C-3:	C(C[5]C[5,5a]O[5]C)(NCC)(H)2	C[5](C[5,5a]N[5,5a]C[5a])(O[5]C[5])(CHHN)(CH3)	N(CC[5]HH)(CCHH)(CCO)	C(C[5]C[5,5a]O[5]C)(NCC)(H)2	C[5](C[5,5a]N[5,5a]C[5a])(O[5]C[5])(CHHN)(CH3){1|C<4>,1|O<1>,2|C<3>}	N(CC[5]HH)(CCHH)(CCO)	110.7920	0.000	1	110.7920	0.000	1     110.7920       0.000      1      110.7920     0.000     1
490	474	670	4:3:1:1:	3:3:3:4:	4:1:1:	C[5]-4:N-3:H-1:H-1:	C[5]-3:N[5]-3:C[6a]-3:C-4:	C-4:O-1:O-1:	C(C[5]C[6a]C[5]N[5])(NOO)(H)2	C[5](C[5]C[5,6a]O)(N[5]C[5,6a]H)(C[6a]C[6a]2)(CHHN)	N(CC[5]HH)(O)2	C(C[5]C[6a]C[5]N[5])(NOO)(H)2	C[5](C[5]C[5,6a]O)(N[5]C[5,6a]H)(C[6a]C[6a]2)(CHHN){1|Br<1>,1|H<1>,4|C<3>}	N(CC[5]HH)(O)2	111.1590	0.000	1	111.1590	0.000	1     111.1590       0.000      1      111.1590     0.000     1
490	474	670	4:3:1:1:	3:3:4:2:	4:1:1:	C[5]-4:N-3:H-1:H-1:	C[5,6a]-3:C[5]-3:C-4:O-2:	C-4:O-1:O-1:	C(C[5]C[5,6a]C[5]O)(NOO)(H)2	C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CHHN)(OH)	N(CC[5]HH)(O)2	C(C[5]C[5,6a]C[5]O)(NOO)(H)2	C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CHHN)(OH){2|C<3>,2|H<1>}	N(CC[5]HH)(O)2	111.6075	0.680	2	111.6075	0.680	2     111.6075       0.680      2      111.6075     0.680     2
490	474	670	4:3:1:1:	3:3:4:2:	4:4:3:	C[5]-4:N-3:H-1:H-1:	C[5,6a]-3:N[5]-3:C-4:O-2:	C-4:C-4:C-3:	C(C[5]C[5,6a]N[5]O)(NCC)(H)2	C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[5]C)(CHHN)(OH)	N(CC[6a]HH)(CC[5]HH)(CCO)	C(C[5]C[5,6a]N[5]O)(NCC)(H)2	C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[5]C)(CHHN)(OH){1|H<1>,1|O<1>,2|C<3>}	N(CC[6a]HH)(CC[5]HH)(CCO)	115.7407	2.010	3	115.7407	2.010	3     115.7407       2.010      3      115.7407     2.010     3
490	474	670	4:3:1:1:	3:3:4:4:	3:4:4:	C[5]-4:N-3:H-1:H-1:	C[5]-3:C[5]-3:C-4:C-4:	C[6a]-3:C-4:C-4:	C(C[5]C[5]2C)(NC[6a]C)(H)2	C[5](C[5]C[5,6a]O)2(CC[6a]HH)(CHHN)	N(C[6a]C[6a,6a]C[6a])(CC[5]HH)(CH3)	C(C[5]C[5]2C)(NC[6a]C)(H)2	C[5](C[5]C[5,6a]O)2(CC[6a]HH)(CHHN){2|C<3>}	N(C[6a]C[6a,6a]C[6a])(CC[5]HH)(CH3)	113.6570	0.000	1	113.6570	0.000	1     113.6570       0.000      1      113.6570     0.000     1
490	474	670	4:3:1:1:	3:3:4:4:	4:4:3:	C[5,5]-4:N-3:H-1:H-1:	N[5,5]-3:C[5]-3:C[5]-4:C-4:	C-4:C-4:C-3:	C(C[5,5]N[5,5]C[5]2)(NCC)(H)2	C[5,5](N[5,5]C[5,6a]O[5])(C[5]C[5,6a]O)(C[5]C[5]HH)(CHHN)	N(CC[5,5]HH)(CCHH)(COO)	C(C[5,5]N[5,5]C[5]2)(NCC)(H)2	C[5,5](N[5,5]C[5,6a]O[5])(C[5]C[5,6a]O)(C[5]C[5]HH)(CHHN){1|C<4>,1|H<1>,2|C<3>}	N(CC[5,5]HH)(CCHH)(COO)	113.6660	0.000	1	113.6660	0.000	1     113.6660       0.000      1      113.6660     0.000     1
490	474	670	4:3:1:1:	3:4:4:1:	4:1:1:	C[5]-4:N-3:H-1:H-1:	C[5,6a]-3:C[5]-4:C-4:H-1:	C-4:O-1:O-1:	C(C[5]C[5,6a]C[5]H)(NOO)(H)2	C[5](C[5,6a]C[5,6a]C[6a])(C[5]O[5]CH)(CHHN)(H)	N(CC[5]HH)(O)2	C(C[5]C[5,6a]C[5]H)(NOO)(H)2	C[5](C[5,6a]C[5,6a]C[6a])(C[5]O[5]CH)(CHHN)(H){1|H<1>,2|C<3>}	N(CC[5]HH)(O)2	113.7760	0.000	1	113.7760	0.000	1     113.7760       0.000      1      113.7760     0.000     1
490	474	670	4:3:1:1:	3:4:4:4:	4:4:3:	C[5]-4:N-3:H-1:H-1:	C[5,6a]-3:C[5]-4:C-4:C-4:	C-4:C-4:C-3:	C(C[5]C[5,6a]C[5]C)(NCC)(H)2	C[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]HH)(CHHN)(CHHO)	N(CC[5]HH)(CCHH)(CCO)	C(C[5]C[5,6a]C[5]C)(NCC)(H)2	C[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]HH)(CHHN)(CHHO){2|C<3>,3|H<1>}	N(CC[5]HH)(CCHH)(CCO)	115.9680	0.000	1	115.9680	0.000	1     115.9680       0.000      1      115.9680     0.000     1
490	474	670	4:3:1:1:	4:2:4:1:	4:1:1:	C[5]-4:N-3:H-1:H-1:	C[3x5,6]-4:S[5]-2:C-4:H-1:	C-4:O-1:O-1:	C(C[5]C[3x5,6]S[5]H)(NOO)(H)2	C[5](C[3x5,6]C[5,5,6]C[5,6]O[5,5])(S[5]C[5])(CHHN)(H)	N(CC[5]HH)(O)2	C(C[5]C[3x5,6]S[5]H)(NOO)(H)2	C[5](C[3x5,6]C[5,5,6]C[5,6]O[5,5])(S[5]C[5])(CHHN)(H){1|C<3>,2|C<4>,4|H<1>}	N(CC[5]HH)(O)2	112.8750	0.000	1	112.8750	0.000	1     112.8750       0.000      1      112.8750     0.000     1
490	474	670	4:3:1:1:	4:2:4:1:	4:3:1:	C[5]-4:N-3:H-1:H-1:	C[5]-4:O[5]-2:C-4:H-1:	C-4:C-3:H-1:	C(C[5]C[5]O[5]H)(NCH)(H)2	C[5](C[5]C[5]HH)(O[5]C[5])(CHHN)(H)	N(CC[5]HH)(CCO)(H)	C(C[5]C[5]O[5]H)(NCH)(H)2	C[5](C[5]C[5]HH)(O[5]C[5])(CHHN)(H){1|C<4>,3|H<1>}	N(CC[5]HH)(CCO)(H)	111.4776	3.332	9	111.4776	3.332	9     111.9838       2.658      17      111.9267     2.590     18
490	474	670	4:3:1:1:	4:2:4:1:	4:3:1:	C[5]-4:N-3:H-1:H-1:	C[5]-4:O[5]-2:C-4:H-1:	C-4:C-3:H-1:	C(C[5]C[5]O[5]H)(NCH)(H)2	C[5](C[5]C[5]HH)(O[5]C[5])(CHHN)(H)	N(CC[5]HH)(CNS)(H)	C(C[5]C[5]O[5]H)(NCH)(H)2	C[5](C[5]C[5]HH)(O[5]C[5])(CHHN)(H){4|H<1>}	N(CC[5]HH)(CNS)(H)	113.8315	0.019	2	113.8315	0.019	2     111.9838       2.658      17      111.9267     2.590     18
490	474	670	4:3:1:1:	4:2:4:1:	4:3:1:	C[5]-4:N-3:H-1:H-1:	C[5]-4:O[5]-2:C-4:H-1:	C-4:C-3:H-1:	C(C[5]C[5]O[5]H)(NCH)(H)2	C[5](C[5]C[5]HO)(O[5]C[5])(CHHN)(H)	N(CC[5]HH)(CCO)(H)	C(C[5]C[5]O[5]H)(NCH)(H)2	C[5](C[5]C[5]HO)(O[5]C[5])(CHHN)(H){1|C<3>,1|O<2>,2|H<1>}	N(CC[5]HH)(CCO)(H)	112.7805	0.865	2	112.7805	0.865	2     111.9838       2.658      17      111.9267     2.590     18
490	474	670	4:3:1:1:	4:2:4:1:	4:3:1:	C[5]-4:N-3:H-1:H-1:	C[5]-4:O[5]-2:C-4:H-1:	C-4:C-3:H-1:	C(C[5]C[5]O[5]H)(NCH)(H)2	C[5](C[5]C[5]HO)(O[5]C[5])(CHHN)(H)	N(CC[5]HH)(CC[5]O)(H)	C(C[5]C[5]O[5]H)(NCH)(H)2	C[5](C[5]C[5]HO)(O[5]C[5])(CHHN)(H){1|C<3>,1|O<2>,2|H<1>}	N(CC[5]HH)(CC[5]O)(H)	114.3470	0.000	1	111.5173	2.451	3     111.9838       2.658      17      111.9267     2.590     18
490	474	670	4:3:1:1:	4:2:4:1:	4:3:1:	C[5]-4:N-3:H-1:H-1:	C[5]-4:O[5]-2:C-4:H-1:	C-4:C-3:H-1:	C(C[5]C[5]O[5]H)(NCH)(H)2	C[5](C[5]C[5]HO)(O[5]C[5])(CHHN)(H)	N(CC[5]HH)(CC[5]O)(H)	C(C[5]C[5]O[5]H)(NCH)(H)2	C[5](C[5]C[5]HO)(O[5]C[5])(CHHN)(H){1|C<3>,3|H<1>}	N(CC[5]HH)(CC[5]O)(H)	110.1025	0.039	2	111.5173	2.451	3     111.9838       2.658      17      111.9267     2.590     18
490	474	670	4:3:1:1:	4:2:4:1:	4:3:1:	C[5]-4:N-3:H-1:H-1:	C[5]-4:O[5]-2:C-4:H-1:	C-4:C-3:H-1:	C(C[5]C[5]O[5]H)(NCH)(H)2	C[5](C[5]N[5]HH)(O[5]C[5])(CHHN)(H)	N(CC[5]HH)(CCO)(H)	C(C[5]C[5]O[5]H)(NCH)(H)2	C[5](C[5]N[5]HH)(O[5]C[5])(CHHN)(H){1|C<3>,1|O<1>}	N(CC[5]HH)(CCO)(H)	112.6500	0.000	1	112.6500	0.000	1     111.9838       2.658      17      111.9267     2.590     18
490	474	670	4:3:1:1:	4:2:4:1:	4:3:1:	C[5]-4:N-3:H-1:H-1:	C[5]-4:O[5]-2:C-4:H-1:	C-4:N-3:O-1:	C(C[5]C[5]O[5]H)(NNO)(H)2	C[5](C[5]C[5]CC)(O[5]N[5])(CHHN)(H)	N(CC[5]HH)(NCO)(O)	C(C[5]C[5]O[5]H)(NNO)(H)2	C[5](C[5]C[5]CC)(O[5]N[5])(CHHN)(H){1|C<3>}	N(CC[5]HH)(NCO)(O)	110.9570	0.000	1	110.9570	0.000	1     110.9570       0.000      1      111.9267     2.590     18
490	474	670	4:3:1:1:	4:2:4:1:	4:4:4:	C[5]-4:N-3:H-1:H-1:	C[5]-4:O[5]-2:C-4:H-1:	C-4:C-4:C-4:	C(C[5]C[5]O[5]H)(NCC)(H)2	C[5](C[5]C[5]HH)(O[5]C[5])(CHHN)(H)	N(CC[6a]HH)2(CC[5]HH)	C(C[5]C[5]O[5]H)(NCC)(H)2	C[5](C[5]C[5]HH)(O[5]C[5])(CHHN)(H){4|H<1>}	N(CC[6a]HH)2(CC[5]HH)	113.0200	0.000	2	113.0200	0.000	2     113.5453       0.853      4      113.0900     1.258     5
490	474	670	4:3:1:1:	4:2:4:1:	4:4:4:	C[5]-4:N-3:H-1:H-1:	C[5]-4:O[5]-2:C-4:H-1:	C-4:C-4:C-4:	C(C[5]C[5]O[5]H)(NCC)(H)2	C[5](C[5]C[5]HH)(O[5]N[5])(CHHN)(H)	N(CC[5]HH)(CH3)2	C(C[5]C[5]O[5]H)(NCC)(H)2	C[5](C[5]C[5]HH)(O[5]N[5])(CHHN)(H){1|H<1>,2|C<3>}	N(CC[5]HH)(CH3)2	114.8050	0.000	1	114.8050	0.000	1     113.5453       0.853      4      113.0900     1.258     5
490	474	670	4:3:1:1:	4:2:4:1:	4:4:4:	C[5]-4:N-3:H-1:H-1:	C[5]-4:O[5]-2:C-4:H-1:	C-4:C-4:C-4:	C(C[5]C[5]O[5]H)(NCC)(H)2	C[5](C[5]N[5]HH)(O[5]B[5,5])(CHHN)(H)	N(CC[5]HH)(CH3)2	C(C[5]C[5]O[5]H)(NCC)(H)2	C[5](C[5]N[5]HH)(O[5]B[5,5])(CHHN)(H){2|C<4>,2|O<2>}	N(CC[5]HH)(CH3)2	113.3360	0.000	1	113.3360	0.000	1     113.5453       0.853      4      113.0900     1.258     5
490	474	670	4:3:1:1:	4:2:4:1:	4:4:4:	C[5]-4:N-3:H-1:H-1:	C[5]-4:S[5]-2:C-4:H-1:	C-4:C-4:C-4:	C(C[5]C[5]S[5]H)(NCC)(H)2	C[5](C[5]S[5]HH)(S[5]C[5])(CHHN)(H)	N(CC[5]HH)(CH3)2	C(C[5]C[5]S[5]H)(NCC)(H)2	C[5](C[5]S[5]HH)(S[5]C[5])(CHHN)(H){1|C<3>}	N(CC[5]HH)(CH3)2	111.2690	0.000	1	111.2690	0.000	1     111.2690       0.000      1      113.0900     1.258     5
490	474	670	4:3:1:1:	4:2:4:2:	4:4:4:	C[5]-4:N-3:H-1:H-1:	C[5]-4:O[5]-2:C-4:O-2:	C-4:C-4:C-4:	C(C[5]C[5]O[5]O)(NCC)(H)2	C[5](C[5]C[5]HO)(O[5]C[5])(CHHN)(OH)	N(CC[6a]HH)2(CC[5]HH)	C(C[5]C[5]O[5]O)(NCC)(H)2	C[5](C[5]C[5]HO)(O[5]C[5])(CHHN)(OH){1|C<4>,1|O<2>,2|H<1>}	N(CC[6a]HH)2(CC[5]HH)	110.3930	0.000	1	110.3930	0.000	1     110.3930       0.000      1      110.3930     0.000     1
490	474	670	4:3:1:1:	4:3:4:1:	3:4:1:	C[5]-4:N-3:H-1:H-1:	C[5]-4:C[5]-3:C-4:H-1:	C[6a]-3:C-4:H-1:	C(C[5]C[5]2H)(NC[6a]H)(H)2	C[5](C[5]C[5]CH)(C[5]O[5]O)(CHHN)(H)	N(C[6a]C[6a]2)(CC[5]HH)(H)	C(C[5]C[5]2H)(NC[6a]H)(H)2	C[5](C[5]C[5]CH)(C[5]O[5]O)(CHHN)(H){1|C<4>,1|H<1>}	N(C[6a]C[6a]2)(CC[5]HH)(H)	112.0685	0.173	2	112.0685	0.173	2     112.0685       0.173      2      112.0685     0.173     2
490	474	670	4:3:1:1:	4:3:4:1:	4:2:1:	C[5]-4:N-3:H-1:H-1:	C[5]-4:N[5]-3:C-4:H-1:	C-4:O-2:H-1:	C(C[5]C[5]N[5]H)(NHO)(H)2	C[5](C[5]C[5]HH)(N[5]C[5]C)(CHHN)(H)	N(CC[5]HH)(OC)(H)	C(C[5]C[5]N[5]H)(NHO)(H)2	C[5](C[5]C[5]HH)(N[5]C[5]C)(CHHN)(H){4|H<1>}	N(CC[5]HH)(OC)(H)	112.6720	0.000	1	112.6720	0.000	1     112.6720       0.000      1      112.6720     0.000     1
490	474	670	4:3:1:1:	4:3:4:1:	4:3:1:	C[5]-4:N-3:H-1:H-1:	C[5]-4:C[5]-3:C-4:H-1:	C-4:C-3:H-1:	C(C[5]C[5]2H)(NCH)(H)2	C[5](C[5]C[5]HH)(C[5]C[5]C)(CHHN)(H)	N(CC[5]HH)(CC[6a]O)(H)	C(C[5]C[5]2H)(NCH)(H)2	C[5](C[5]C[5]HH)(C[5]C[5]C)(CHHN)(H){1|C<3>,2|H<1>}	N(CC[5]HH)(CC[6a]O)(H)	114.9050	0.000	1	114.3327	0.498	3     114.3327       0.498      3      114.3327     0.498     3
490	474	670	4:3:1:1:	4:3:4:1:	4:3:1:	C[5]-4:N-3:H-1:H-1:	C[5]-4:C[5]-3:C-4:H-1:	C-4:C-3:H-1:	C(C[5]C[5]2H)(NCH)(H)2	C[5](C[5]C[5]HH)(C[5]C[5]C)(CHHN)(H)	N(CC[5]HH)(CC[6a]O)(H)	C(C[5]C[5]2H)(NCH)(H)2	C[5](C[5]C[5]HH)(C[5]C[5]C)(CHHN)(H){1|Si<4>,2|H<1>}	N(CC[5]HH)(CC[6a]O)(H)	114.0465	0.070	2	114.3327	0.498	3     114.3327       0.498      3      114.3327     0.498     3
490	474	670	4:3:1:1:	4:3:4:1:	4:3:3:	C[5]-4:N-3:H-1:H-1:	C[5,5]-4:N[5]-3:C-4:H-1:	C-4:C-3:C-3:	C(C[5]C[5,5]N[5]H)(NCC)(H)2	C[5](C[5,5]C[5,5]O[5]H)(N[5]C[5]C)(CHHN)(H)	N(CC[5]HH)(CCO)(COO)	C(C[5]C[5,5]N[5]H)(NCC)(H)2	C[5](C[5,5]C[5,5]O[5]H)(N[5]C[5]C)(CHHN)(H){1|O<2>,2|C<4>,2|H<1>}	N(CC[5]HH)(CCO)(COO)	113.7160	0.000	1	113.7160	0.000	1     113.7160       0.000      1      113.7160     0.000     1
490	474	670	4:3:1:1:	4:3:4:1:	4:4:1:	C[5]-4:N-3:H-1:H-1:	C[5]-4:C[5]-3:C-4:H-1:	C-4:C-4:H-1:	C(C[5]C[5]2H)(NCH)(H)2	C[5](C[5]C[5]CH)(C[5]O[5]O)(CHHN)(H)	N(CC[5]HH)(CCHH)(H)	C(C[5]C[5]2H)(NCH)(H)2	C[5](C[5]C[5]CH)(C[5]O[5]O)(CHHN)(H){1|C<4>,1|H<1>}	N(CC[5]HH)(CCHH)(H)	111.5150	0.000	1	111.5150	0.000	1     111.3410       0.781      4      111.2422     0.672     6
490	474	670	4:3:1:1:	4:3:4:1:	4:4:1:	C[5]-4:N-3:H-1:H-1:	C[5]-4:C[5]-3:C-4:H-1:	C-4:C-4:H-1:	C(C[5]C[5]2H)(NCH)(H)2	C[5](C[5]C[5]CH)(C[5]O[5]O)(CHHN)(H)	N(CC[6a]HH)(CC[5]HH)(H)	C(C[5]C[5]2H)(NCH)(H)2	C[5](C[5]C[5]CH)(C[5]O[5]O)(CHHN)(H){1|C<4>,1|H<1>}	N(CC[6a]HH)(CC[5]HH)(H)	111.2665	1.337	2	111.2665	1.337	2     111.3410       0.781      4      111.2422     0.672     6
