490	690	988	4:4:1:1:	4:	4:2:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(CCHH)(PO3)(H)2	H(CCHP)	P(CCHH)(OCu)(OH)(OV)	C(CCHH)(PO3)(H)2	H(CCHP)	P(CCHH)(OCu)(OH)(OV)	107.5950	0.028	2	107.5950	0.028	2     108.4136       1.225      71      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(CCHH)(PO3)(H)2	H(CCHP)	P(CCHH)(OGa)2(OH)	C(CCHH)(PO3)(H)2	H(CCHP)	P(CCHH)(OGa)2(OH)	109.0770	0.000	1	109.0770	0.000	1     108.4136       1.225      71      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(CCHH)(PO3)(H)2	H(CCHP)	P(CCHH)(OGa)3	C(CCHH)(PO3)(H)2	H(CCHP)	P(CCHH)(OGa)3	108.3591	0.611	18	108.3591	0.611	18     108.4136       1.225      71      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(CCHH)(PO3)(H)2	H(CCHP)	P(CCHH)(OSn)2(OH)	C(CCHH)(PO3)(H)2	H(CCHP)	P(CCHH)(OSn)2(OH)	109.2880	0.075	2	109.2880	0.075	2     108.4136       1.225      71      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(CCHH)(PO3)(H)2	H(CCHP)	P(CCHH)(OV)3	C(CCHH)(PO3)(H)2	H(CCHP)	P(CCHH)(OV)3	108.7510	0.016	2	108.7510	0.016	2     108.4136       1.225      71      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(CCHH)(PO3)(H)2	H(CCHP)	P(CCHH)(OZn)2(OH)	C(CCHH)(PO3)(H)2	H(CCHP)	P(CCHH)(OZn)2(OH)	108.6119	0.307	14	108.6119	0.307	14     108.4136       1.225      71      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(CCHH)(PO3)(H)2	H(CCHP)	P(CCHH)(OZn)3	C(CCHH)(PO3)(H)2	H(CCHP)	P(CCHH)(OZn)3	107.5493	2.654	6	107.5493	2.654	6     108.4136       1.225      71      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(CCHN)(PO3)(H)2	H(CCHP)	P(CCHH)(OZn)3	C(CCHN)(PO3)(H)2	H(CCHP)	P(CCHH)(OZn)3	108.3165	0.118	2	108.3165	0.118	2     108.4136       1.225      71      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(CC[6]HH)(PO3)(H)2	H(CCHP)	P(CCHH)(OH)3	C(CC[6]HH)(PO3)(H)2	H(CCHP)	P(CCHH)(OH)3	111.0390	1.435	2	111.0390	1.435	2     108.4136       1.225      71      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(CH3)(PO3)(H)2	H(CCHP)	P(CCHH)(OC)2(OY)	C(CH3)(PO3)(H)2	H(CCHP)	P(CCHH)(OC)2(OY)	108.3745	0.046	2	108.3745	0.046	2     108.4136       1.225      71      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(CH3)(PO3)(H)2	H(CCHP)	P(CCHH)(OSn)3	C(CH3)(PO3)(H)2	H(CCHP)	P(CCHH)(OSn)3	108.7265	0.121	2	108.7265	0.121	2     108.4136       1.225      71      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(CHHN)(PO3)(H)2	H(CCHP)	P(CCHH)(OCr)3	C(CHHN)(PO3)(H)2	H(CCHP)	P(CCHH)(OCr)3	108.8780	0.257	2	108.8780	0.257	2     108.4136       1.225      71      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(CHHP)(PO3)(H)2	H(CCHP)	P(CCHH)(OAl)3	C(CHHP)(PO3)(H)2	H(CCHP)	P(CCHH)(OAl)3	108.3480	0.023	2	108.3480	0.023	2     108.4136       1.225      71      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(CHHP)(PO3)(H)2	H(CCHP)	P(CCHH)(OCo)(OH)2	C(CHHP)(PO3)(H)2	H(CCHP)	P(CCHH)(OCo)(OH)2	108.7045	0.054	2	108.7045	0.054	2     108.4136       1.225      71      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(CHHP)(PO3)(H)2	H(CCHP)	P(CCHH)(OCu)(OH)(OV)	C(CHHP)(PO3)(H)2	H(CCHP)	P(CCHH)(OCu)(OH)(OV)	108.9350	0.033	2	108.9350	0.033	2     108.4136       1.225      71      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(CHHP)(PO3)(H)2	H(CCHP)	P(CCHH)(OFe)2(OH)	C(CHHP)(PO3)(H)2	H(CCHP)	P(CCHH)(OFe)2(OH)	106.9960	3.708	2	106.9960	3.708	2     108.4136       1.225      71      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(CHHP)(PO3)(H)2	H(CCHP)	P(CCHH)(OFe)3	C(CHHP)(PO3)(H)2	H(CCHP)	P(CCHH)(OFe)3	105.7390	1.858	2	105.7390	1.858	2     108.4136       1.225      71      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(CHHP)(PO3)(H)2	H(CCHP)	P(CCHH)(OGa)3	C(CHHP)(PO3)(H)2	H(CCHP)	P(CCHH)(OGa)3	108.7890	0.041	2	108.7890	0.041	2     108.4136       1.225      71      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(CHHP)(PO3)(H)2	H(CCHP)	P(CCHH)(OSn)3	C(CHHP)(PO3)(H)2	H(CCHP)	P(CCHH)(OSn)3	108.8160	0.017	2	108.8160	0.017	2     108.4136       1.225      71      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(CHHS)(PO3)(H)2	H(CCHP)	P(CCHH)(OCu)3	C(CHHS)(PO3)(H)2	H(CCHP)	P(CCHH)(OCu)3	108.6865	0.040	2	108.6865	0.040	2     108.4136       1.225      71      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	N-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(NCCH)(PO3)(H)2	H(CHNP)	P(CHHN)(OCd)2(OH)	C(NCCH)(PO3)(H)2	H(CHNP)	P(CHHN)(OCd)2(OH)	108.8358	0.344	5	108.8358	0.344	5     108.7202       0.697      33      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	N-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(NCCH)(PO3)(H)2	H(CHNP)	P(CHHN)(OMg)2(OH)	C(NCCH)(PO3)(H)2	H(CHNP)	P(CHHN)(OMg)2(OH)	108.0648	1.176	6	108.0648	1.176	6     108.7202       0.697      33      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	N-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(NCCH)(PO3)(H)2	H(CHNP)	P(CHHN)(OMn)2(OH)	C(NCCH)(PO3)(H)2	H(CHNP)	P(CHHN)(OMn)2(OH)	109.0512	0.051	4	109.0512	0.051	4     108.7202       0.697      33      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	N-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(NCCH)(PO3)(H)2	H(CHNP)	P(CHHN)(OZn)3	C(NCCH)(PO3)(H)2	H(CHNP)	P(CHHN)(OZn)3	108.7432	0.411	4	108.7432	0.411	4     108.7202       0.697      33      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	N-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(NCCH)(PO3)(H)2	H(CHNP)	P(CHHN)(OZr)(OH)2	C(NCCH)(PO3)(H)2	H(CHNP)	P(CHHN)(OZr)(OH)2	108.2130	0.008	2	108.2130	0.008	2     108.7202       0.697      33      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	N-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(NCCH)(PO3)(H)2	H(CHNP)	P(CHHN)(OZr)2(OH)	C(NCCH)(PO3)(H)2	H(CHNP)	P(CHHN)(OZr)2(OH)	107.9080	0.041	2	107.9080	0.041	2     108.7202       0.697      33      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	N-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(NCHH)(PO3)(H)2	H(CHNP)	P(CHHN)(OCo)3	C(NCHH)(PO3)(H)2	H(CHNP)	P(CHHN)(OCo)3	109.0895	0.047	2	109.0895	0.047	2     108.7202       0.697      33      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	N-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(NCHH)(PO3)(H)2	H(CHNP)	P(CHHN)(OCu)3	C(NCHH)(PO3)(H)2	H(CHNP)	P(CHHN)(OCu)3	109.0500	0.021	2	109.0500	0.021	2     108.7202       0.697      33      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	N-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(NCHH)(PO3)(H)2	H(CHNP)	P(CHHN)(OEu)3	C(NCHH)(PO3)(H)2	H(CHNP)	P(CHHN)(OEu)3	108.8140	0.000	1	108.8140	0.000	1     108.7202       0.697      33      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	N-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(NCHH)(PO3)(H)2	H(CHNP)	P(CHHN)(OMn)3	C(NCHH)(PO3)(H)2	H(CHNP)	P(CHHN)(OMn)3	109.6385	0.025	2	109.6385	0.025	2     108.7202       0.697      33      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	N-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(NCHH)(PO3)(H)2	H(CHNP)	P(CHHN)(OSm)3	C(NCHH)(PO3)(H)2	H(CHNP)	P(CHHN)(OSm)3	109.0120	0.000	1	109.0120	0.000	1     108.7202       0.697      33      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	N-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(NCHH)(PO3)(H)2	H(CHNP)	P(CHHN)(OZn)3	C(NCHH)(PO3)(H)2	H(CHNP)	P(CHHN)(OZn)3	109.1990	0.006	2	109.1990	0.006	2     108.7202       0.697      33      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	N[6]-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(N[6]C[6]2H)(PO3)(H)2	H(CN[6]HP)	P(CN[6]HH)(OCo)3	C(N[6]C[6]2H)(PO3)(H)2	H(CN[6]HP)	P(CN[6]HH)(OCo)3	108.5335	0.011	2	108.5335	0.011	2     108.7402       2.097      6      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	N[6]-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(N[6]C[6]2H)(PO3)(H)2	H(CN[6]HP)	P(CN[6]HH)(OH)3	C(N[6]C[6]2H)(PO3)(H)2	H(CN[6]HP)	P(CN[6]HH)(OH)3	109.6360	4.398	2	109.6360	4.398	2     108.7402       2.097      6      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	N[6]-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(N[6]C[6]2H)(PO3)(H)2	H(CN[6]HP)	P(CN[6]HH)(OZn)3	C(N[6]C[6]2H)(PO3)(H)2	H(CN[6]HP)	P(CN[6]HH)(OZn)3	108.0510	0.051	2	108.0510	0.051	2     108.7402       2.097      6      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:2:2:2:	S-4:P-4:H-1:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(SCOO)(PO3)(H)2	H(CHPS)	P(CHHS)(OFe)3	C(SCOO)(PO3)(H)2	H(CHPS)	P(CHHS)(OFe)3	107.7545	0.005	2	107.7545	0.005	2     107.7545       0.005      2      108.5097     1.147     112
490	690	988	4:4:1:1:	4:	4:3:2:1:	C-4:P-4:H-1:H-1:	C-4:	C-4:N-3:S-2:O-1:	C(CCHH)(PNOS)(H)2	H(CCHP)	P(CCHH)(NCH)(SC)(O)	C(CCHH)(PNOS)(H)2	H(CCHP)	P(CCHH)(NCH)(SC)(O)	108.9333	0.495	3	108.9333	0.495	3     108.9333       0.495      3      108.9333     0.495     3
490	690	988	4:4:1:1:	4:	4:3:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-3:O-2:O-2:	C(CCHH)(PO3)(H)2	H(CCHP)	P(CCHH)(OMo2)(OCu)(OMo)	C(CCHH)(PO3)(H)2	H(CCHP)	P(CCHH)(OMo2)(OCu)(OMo)	107.7095	0.113	4	107.7095	0.113	4     107.5848       0.911      10      107.9691     0.983     15
490	690	988	4:4:1:1:	4:	4:3:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-3:O-2:O-2:	C(CHHP)(PO3)(H)2	H(CCHP)	P(CCHH)(OLi2)(OH)2	C(CHHP)(PO3)(H)2	H(CCHP)	P(CCHH)(OLi2)(OH)2	108.4365	0.022	2	108.4365	0.022	2     107.5848       0.911      10      107.9691     0.983     15
490	690	988	4:4:1:1:	4:	4:3:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-3:O-2:O-2:	C(CHHP)(PO3)(H)2	H(CCHP)	P(CCHH)(OMn2)(OMn)(OH)	C(CHHP)(PO3)(H)2	H(CCHP)	P(CCHH)(OMn2)(OMn)(OH)	107.2880	1.942	2	107.2880	1.942	2     107.5848       0.911      10      107.9691     0.983     15
490	690	988	4:4:1:1:	4:	4:3:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:O-3:O-2:O-2:	C(CHHP)(PO3)(H)2	H(CCHP)	P(CCHH)(OMnH)(OMn)2	C(CHHP)(PO3)(H)2	H(CCHP)	P(CCHH)(OMnH)(OMn)2	106.7805	0.822	2	106.7805	0.822	2     107.5848       0.911      10      107.9691     0.983     15
490	690	988	4:4:1:1:	4:	4:3:2:2:	N-4:P-4:H-1:H-1:	C-4:	C-4:O-3:O-2:O-2:	C(NCHH)(PO3)(H)2	H(CHNP)	P(CHHN)(OCu2)(OCu)2	C(NCHH)(PO3)(H)2	H(CHNP)	P(CHHN)(OCu2)(OCu)2	108.3230	0.000	1	108.3230	0.000	1     108.2780       0.167      3      107.9691     0.983     15
490	690	988	4:4:1:1:	4:	4:3:2:2:	N-4:P-4:H-1:H-1:	C-4:	C-4:O-3:O-2:O-2:	C(NCHH)(PO3)(H)2	H(CHNP)	P(CHHN)(ONa2)(ONa)(OH)	C(NCHH)(PO3)(H)2	H(CHNP)	P(CHHN)(ONa2)(ONa)(OH)	108.2555	0.230	2	108.2555	0.230	2     108.2780       0.167      3      107.9691     0.983     15
490	690	988	4:4:1:1:	4:	4:3:2:2:	N[6]-4:P-4:H-1:H-1:	C-4:	C-4:O-3:O-2:O-2:	C(N[6]C[6]2H)(PO3)(H)2	H(CN[6]HP)	P(CN[6]HH)(OPb2)(OPb)2	C(N[6]C[6]2H)(PO3)(H)2	H(CN[6]HP)	P(CN[6]HH)(OPb2)(OPb)2	109.4275	0.005	2	109.4275	0.005	2     109.4275       0.005      2      107.9691     0.983     15
490	690	988	4:4:1:1:	4:	4:3:3:2:	N-4:P-4:H-1:H-1:	C-4:	C-4:O-3:O-3:O-2:	C(NCCH)(PO3)(H)2	H(CHNP)	P(CHHN)(OPb2)2(OPb)	C(NCCH)(PO3)(H)2	H(CHNP)	P(CHHN)(OPb2)2(OPb)	108.5245	0.033	2	108.5245	0.033	2     108.5245       0.033      2      108.5245     0.033     2
490	690	988	4:4:1:1:	4:	4:3:3:4:	P-4:C-4:H-1:H-1:	C-4:	B[6,6]-4:C[6a]-3:C[6a]-3:C-4:	C(PB[6,6]C[6a]2)(CB[6,6]HH)(H)2	H(CCHP)	P(B[6,6]C[6,6]2C)(C[6a]C[6a]2)2(CCHH)	C(PB[6,6]C[6a]2)(CB[6,6]HH)(H)2	H(CCHP)	P(B[6,6]C[6,6]2C)(C[6a]C[6a]2)2(CCHH)	108.1450	0.035	2	108.1450	0.035	2     108.1450       0.035      2      108.1450     0.035     2
490	690	988	4:4:1:1:	4:	4:3:4:4:	B-4:P-4:H-1:H-1:	C-4:	C-4:N-3:C-4:C-4:	C(BC[6a]2Cl)(PCCN)(H)2	H(CBHP)	P(CBHH)(NSiH)(CC3)2	C(BC[6a]2Cl)(PCCN)(H)2	H(CBHP)	P(CBHH)(NSiH)(CC3)2	106.6460	0.066	2	106.6460	0.066	2     106.6460       0.066      2      107.0685     0.490     4
490	690	988	4:4:1:1:	4:	4:3:4:4:	C-4:P-4:H-1:H-1:	C-4:	C-4:N-3:C-4:C-4:	C(CCCO)(PCCN)(H)2	H(CCHP)	P(CCHH)(NSnN)(CC3)2	C(CCCO)(PCCN)(H)2	H(CCHP)	P(CCHH)(NSnN)(CC3)2	107.4910	0.031	2	107.4910	0.031	2     107.4910       0.031      2      107.0685     0.490     4
490	690	988	4:4:1:1:	4:	4:4:1:1:	C-4:P-4:H-1:H-1:	C-4:	C-4:C-4:S-1:S-1:	C(CCCH)(PCSS)(H)2	H(CCHP)	P(CCHH)2(S)2	C(CCCH)(PCSS)(H)2	H(CCHP)	P(CCHH)2(S)2	107.9445	0.064	2	107.9445	0.064	2     107.9445       0.064      2      108.8782     1.132     6
490	690	988	4:4:1:1:	4:	4:4:1:1:	P-4:N-4:H-1:H-1:	C-4:	C-4:C-4:O-1:O-1:	C(PCOO)(NH3)(H)2	H(CHNP)	P(CHHN)2(O)2	C(PCOO)(NH3)(H)2	H(CHNP)	P(CHHN)2(O)2	109.3450	1.123	4	109.3450	1.123	4     109.3450       1.123      4      108.8782     1.132     6
490	690	988	4:4:1:1:	4:	4:4:2:1:	C-4:P-4:H-1:H-1:	C-4:	C-4:C-4:O-2:O-1:	C(CCHH)(PCOO)(H)2	H(CCHP)	P(CCHH)(CCHN)(OC)(O)	C(CCHH)(PCOO)(H)2	H(CCHP)	P(CCHH)(CCHN)(OC)(O)	108.7935	0.022	2	108.7935	0.022	2     108.7935       0.022      2      108.4118     1.513     36
490	690	988	4:4:1:1:	4:	4:4:2:1:	C-4:P-4:H-1:H-1:	C-4:	C-4:C-4:S-2:S-1:	C(CCCH)(PCSS)(H)2	H(CCHP)	P(CCHH)2(SH)(S)	C(CCCH)(PCSS)(H)2	H(CCHP)	P(CCHH)2(SH)(S)	108.0034	0.136	8	108.0034	0.136	8     108.0034       0.136      8      108.4118     1.513     36
490	690	988	4:4:1:1:	4:	4:4:2:1:	P-4:N-4:H-1:H-1:	C-4:	C-4:C-4:O-2:O-1:	C(PCOO)(NH3)(H)2	H(CHNP)	P(CHHN)2(OCa)(O)	C(PCOO)(NH3)(H)2	H(CHNP)	P(CHHN)2(OCa)(O)	108.4345	0.762	4	108.4345	0.762	4     108.5081       1.768      26      108.4118     1.513     36
490	690	988	4:4:1:1:	4:	4:4:2:1:	P-4:N-4:H-1:H-1:	C-4:	C-4:C-4:O-2:O-1:	C(PCOO)(NH3)(H)2	H(CHNP)	P(CHHN)2(OCd)(O)	C(PCOO)(NH3)(H)2	H(CHNP)	P(CHHN)2(OCd)(O)	110.0282	2.311	4	110.0282	2.311	4     108.5081       1.768      26      108.4118     1.513     36
490	690	988	4:4:1:1:	4:	4:4:2:1:	P-4:N-4:H-1:H-1:	C-4:	C-4:C-4:O-2:O-1:	C(PCOO)(NH3)(H)2	H(CHNP)	P(CHHN)2(OCo)(O)	C(PCOO)(NH3)(H)2	H(CHNP)	P(CHHN)2(OCo)(O)	109.0785	1.107	2	109.0785	1.107	2     108.5081       1.768      26      108.4118     1.513     36
490	690	988	4:4:1:1:	4:	4:4:2:1:	P-4:N-4:H-1:H-1:	C-4:	C-4:C-4:O-2:O-1:	C(PCOO)(NH3)(H)2	H(CHNP)	P(CHHN)2(OCu)(O)	C(PCOO)(NH3)(H)2	H(CHNP)	P(CHHN)2(OCu)(O)	108.6720	1.675	4	108.6720	1.675	4     108.5081       1.768      26      108.4118     1.513     36
490	690	988	4:4:1:1:	4:	4:4:2:1:	P-4:N-4:H-1:H-1:	C-4:	C-4:C-4:O-2:O-1:	C(PCOO)(NH3)(H)2	H(CHNP)	P(CHHN)2(OMn)(O)	C(PCOO)(NH3)(H)2	H(CHNP)	P(CHHN)2(OMn)(O)	108.3937	2.670	4	108.3937	2.670	4     108.5081       1.768      26      108.4118     1.513     36
490	690	988	4:4:1:1:	4:	4:4:2:1:	P-4:N-4:H-1:H-1:	C-4:	C-4:C-4:O-2:O-1:	C(PCOO)(NH3)(H)2	H(CHNP)	P(CHHN)2(ONi)(O)	C(PCOO)(NH3)(H)2	H(CHNP)	P(CHHN)2(ONi)(O)	107.3385	1.788	4	107.3385	1.788	4     108.5081       1.768      26      108.4118     1.513     36
490	690	988	4:4:1:1:	4:	4:4:2:1:	P-4:N-4:H-1:H-1:	C-4:	C-4:C-4:O-2:O-1:	C(PCOO)(NH3)(H)2	H(CHNP)	P(CHHN)2(OZn)(O)	C(PCOO)(NH3)(H)2	H(CHNP)	P(CHHN)2(OZn)(O)	107.8965	0.956	4	107.8965	0.956	4     108.5081       1.768      26      108.4118     1.513     36
490	690	988	4:4:1:1:	4:	4:4:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:C-4:S-2:S-2:	C(CCCH)(PCSS)(H)2	H(CCHP)	P(CCHH)2(SBi)2	C(CCCH)(PCSS)(H)2	H(CCHP)	P(CCHH)2(SBi)2	108.0869	0.368	9	108.0869	0.368	9     108.1041       0.506      23      108.1041     0.506     23
490	690	988	4:4:1:1:	4:	4:4:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:C-4:S-2:S-2:	C(CCCH)(PCSS)(H)2	H(CCHP)	P(CCHH)2(SIn)2	C(CCCH)(PCSS)(H)2	H(CCHP)	P(CCHH)2(SIn)2	107.8835	0.252	4	107.8835	0.252	4     108.1041       0.506      23      108.1041     0.506     23
490	690	988	4:4:1:1:	4:	4:4:2:2:	C-4:P-4:H-1:H-1:	C-4:	C-4:C-4:S-2:S-2:	C(CC[6a]HH)(PCSS)(H)2	H(CCHP)	P(CCHH)2(SAu)2	C(CC[6a]HH)(PCSS)(H)2	H(CCHP)	P(CCHH)2(SAu)2	108.2078	0.671	10	108.2078	0.671	10     108.1041       0.506      23      108.1041     0.506     23
490	690	988	4:4:1:1:	4:	4:4:3:3:	C-4:P-4:H-1:H-1:	C-4:	C-4:C-4:S-3:S-3:	C(CC[6a]HH)(PCSS)(H)2	H(CCHP)	P(CCHH)2(SAg2)2	C(CC[6a]HH)(PCSS)(H)2	H(CCHP)	P(CCHH)2(SAg2)2	108.3536	0.383	18	108.3536	0.383	18     108.3536       0.383      18      108.3536     0.383     18
490	690	988	4:4:1:1:	4:	4:4:4:1:	C-4:P-4:H-1:H-1:	C-4:	C-4:C-4:C-4:H-1:	C(CCCO)(PCCH)(H)2	H(CCHP)	P(CCHH)(CC3)2(H)	C(CCCO)(PCCH)(H)2	H(CCHP)	P(CCHH)(CC3)2(H)	108.6725	0.139	8	108.6725	0.139	8     108.4611       0.621      17      108.2202     1.049     90
490	690	988	4:4:1:1:	4:	4:4:4:1:	C-4:P-4:H-1:H-1:	C-4:	C-4:C-4:C-4:H-1:	C(CCHH)(PCCH)(H)2	H(CCHP)	P(CCHH)(CC3)2(H)	C(CCHH)(PCCH)(H)2	H(CCHP)	P(CCHH)(CC3)2(H)	109.1820	0.018	2	109.1820	0.018	2     108.4611       0.621      17      108.2202     1.049     90
490	690	988	4:4:1:1:	4:	4:4:4:1:	C-4:P-4:H-1:H-1:	C-4:	C-4:C-4:C-4:H-1:	C(CCHH)(PCCH)(H)2	H(CCHP)	P(CCHH)3(H)	C(CCHH)(PCCH)(H)2	H(CCHP)	P(CCHH)3(H)	107.5872	0.116	5	107.5872	0.116	5     108.4611       0.621      17      108.2202     1.049     90
490	690	988	4:4:1:1:	4:	4:4:4:1:	C-4:P-4:H-1:H-1:	C-4:	C-4:C-4:C-4:H-1:	C(CHHP)(PCCH)(H)2	H(CCHP)	P(CCHH)3(H)	C(CHHP)(PCCH)(H)2	H(CCHP)	P(CCHH)3(H)	109.0795	0.006	2	109.0795	0.006	2     108.4611       0.621      17      108.2202     1.049     90
490	690	988	4:4:1:1:	4:	4:4:4:1:	C-4:P-4:H-1:H-1:	C-4:	C-4:C-4:C-4:O-1:	C(CCCO)(PCCO)(H)2	H(CCHP)	P(CCHH)(CC3)2(O)	C(CCCO)(PCCO)(H)2	H(CCHP)	P(CCHH)(CC3)2(O)	108.2130	0.049	2	108.2130	0.049	2     107.9975       0.885      15      108.2202     1.049     90
490	690	988	4:4:1:1:	4:	4:4:4:1:	C-4:P-4:H-1:H-1:	C-4:	C-4:C-4:C-4:O-1:	C(CCHH)(PCCO)(H)2	H(CCHP)	P(CCHH)3(O)	C(CCHH)(PCCO)(H)2	H(CCHP)	P(CCHH)3(O)	107.8444	0.991	11	107.8444	0.991	11     107.9975       0.885      15      108.2202     1.049     90
490	690	988	4:4:1:1:	4:	4:4:4:1:	C-4:P-4:H-1:H-1:	C-4:	C-4:C-4:C-4:O-1:	C(CHHS)(PCCO)(H)2	H(CCHP)	P(CCHH)(CHHO)2(O)	C(CHHS)(PCCO)(H)2	H(CCHP)	P(CCHH)(CHHO)2(O)	108.6240	0.011	2	108.6240	0.011	2     107.9975       0.885      15      108.2202     1.049     90
490	690	988	4:4:1:1:	4:	4:4:4:1:	C-4:P-4:H-1:H-1:	C-4:	C-4:C-4:C-4:S-1:	C(CCHO)(PCCS)(H)2	H(CCHP)	P(CCHH)(CC3)(CH3)(S)	C(CCHO)(PCCS)(H)2	H(CCHP)	P(CCHH)(CC3)(CH3)(S)	108.7715	0.073	4	108.7715	0.073	4     108.5646       0.467      5      108.2202     1.049     90
