422	981	981	3:3:1:1:	4:	4:	S[5]-3:S[5]-3:Br-1:Br-1:	Se[5]-4:	Se[5]-4:	Se[5](S[5]C[5]C)2(Br)2	Br(Se[5]S[5]2Br)	Br(Se[5]S[5]2Br)	Se[5](S[5]C[5]C)2(Br)2{4|H<1>}	Br(Se[5]S[5]2Br)	Br(Se[5]S[5]2Br)	103.6545	3.929	2	103.6545	3.929	2     103.6545       3.929      2      103.6545     3.929     2
422	981	993	3:3:3:1:	4:	3:4:3:	C[5,6a]-3:Se[5]-3:C[6a]-3:Br-1:	Se[5]-4:	C[5,6a]-3:Se[5]-4:C[6a]-3:	Se[5](C[5,6a]C[5,6a,6a]C[6a])(Se[5]C[5,6a]C[6a])(C[6a]C[6a]2)(Br)	Br(Se[5]C[5,6a]C[6a]Se[5])	Se[5](C[5,6a]C[5,6a,6a]C[6a])(Se[5]C[5,6a]C[6a]Br)(C[6a]C[6a]2)	Se[5](C[5,6a]C[5,6a,6a]C[6a])(Se[5]C[5,6a]C[6a])(C[6a]C[6a]2)(Br){3|H<1>,7|C<3>}	Br(Se[5]C[5,6a]C[6a]Se[5])	Se[5](C[5,6a]C[5,6a,6a]C[6a])(Se[5]C[5,6a]C[6a]Br)(C[6a]C[6a]2){3|H<1>,7|C<3>}	172.1040	0.000	1	172.1040	0.000	1     172.1040       0.000      1      172.1040     0.000     1
434	74	358	3:4:3:2:	4:3:4:	4:4:	C[5,6a]-3:C[4]-4:N[4]-3:O[5]-2:	Se[4,5]-4:C[6a]-3:C[4]-4:	Se[4,5]-4:C[5]-4:	Se[4,5](C[5,6a]C[5,6a]C[6a])(C[4]C[6a]C[4]H)(N[4]C[6a]C[4])(O[5]C[5])	N[4](Se[4,5]C[5,6a]C[4]O[5])(C[6a]C[6a]2)(C[4]C[4]CC)	O[5](Se[4,5]C[5,6a]C[4]N[4])(C[5]C[5,6a]CC)	Se[4,5](C[5,6a]C[5,6a]C[6a])(C[4]C[6a]C[4]H)(N[4]C[6a]C[4])(O[5]C[5]){1|H<1>,4|C<4>,6|C<3>}	N[4](Se[4,5]C[5,6a]C[4]O[5])(C[6a]C[6a]2)(C[4]C[4]CC){1|C<4>,3|H<1>,5|C<3>}	O[5](Se[4,5]C[5,6a]C[4]N[4])(C[5]C[5,6a]CC){1|C<4>,1|H<1>,4|C<3>}	158.7090	0.000	1	158.7090	0.000	1     158.7090       0.000      1      158.7090     0.000     1
434	74	478	3:4:3:2:	4:3:4:	4:3:4:1:	C[5,6a]-3:C[4]-4:N[4]-3:O[5]-2:	Se[4,5]-4:C[6a]-3:C[4]-4:	Se[4,5]-4:C[6a]-3:C[4]-4:H-1:	Se[4,5](C[5,6a]C[5,6a]C[6a])(C[4]C[6a]C[4]H)(N[4]C[6a]C[4])(O[5]C[5])	N[4](Se[4,5]C[5,6a]C[4]O[5])(C[6a]C[6a]2)(C[4]C[4]CC)	C[4](Se[4,5]C[5,6a]N[4]O[5])(C[6a]C[6a]2)(C[4]N[4]CC)(H)	Se[4,5](C[5,6a]C[5,6a]C[6a])(C[4]C[6a]C[4]H)(N[4]C[6a]C[4])(O[5]C[5]){1|H<1>,4|C<4>,6|C<3>}	N[4](Se[4,5]C[5,6a]C[4]O[5])(C[6a]C[6a]2)(C[4]C[4]CC){1|C<4>,3|H<1>,5|C<3>}	C[4](Se[4,5]C[5,6a]N[4]O[5])(C[6a]C[6a]2)(C[4]N[4]CC)(H){1|C<4>,2|H<1>,5|C<3>}	69.7296	0.000	1	69.7296	0.000	1     69.7296       0.000      1      69.7296     0.000     1
434	74	818	3:4:3:2:	4:3:4:	4:3:3:	C[5,6a]-3:C[4]-4:N[4]-3:O[5]-2:	Se[4,5]-4:C[6a]-3:C[4]-4:	Se[4,5]-4:C[5,6a]-3:C[6a]-3:	Se[4,5](C[5,6a]C[5,6a]C[6a])(C[4]C[6a]C[4]H)(N[4]C[6a]C[4])(O[5]C[5])	N[4](Se[4,5]C[5,6a]C[4]O[5])(C[6a]C[6a]2)(C[4]C[4]CC)	C[5,6a](Se[4,5]C[4]N[4]O[5])(C[5,6a]C[6a]C[5])(C[6a]C[6a]H)	Se[4,5](C[5,6a]C[5,6a]C[6a])(C[4]C[6a]C[4]H)(N[4]C[6a]C[4])(O[5]C[5]){1|H<1>,4|C<4>,6|C<3>}	N[4](Se[4,5]C[5,6a]C[4]O[5])(C[6a]C[6a]2)(C[4]C[4]CC){1|C<4>,3|H<1>,5|C<3>}	C[5,6a](Se[4,5]C[4]N[4]O[5])(C[5,6a]C[6a]C[5])(C[6a]C[6a]H){3|C<3>,3|C<4>,3|H<1>}	93.3992	0.000	1	93.3992	0.000	1     93.3992       0.000      1      93.3992     0.000     1
434	358	478	3:4:3:2:	4:4:	4:3:4:1:	C[5,6a]-3:C[4]-4:N[4]-3:O[5]-2:	Se[4,5]-4:C[5]-4:	Se[4,5]-4:C[6a]-3:C[4]-4:H-1:	Se[4,5](C[5,6a]C[5,6a]C[6a])(C[4]C[6a]C[4]H)(N[4]C[6a]C[4])(O[5]C[5])	O[5](Se[4,5]C[5,6a]C[4]N[4])(C[5]C[5,6a]CC)	C[4](Se[4,5]C[5,6a]N[4]O[5])(C[6a]C[6a]2)(C[4]N[4]CC)(H)	Se[4,5](C[5,6a]C[5,6a]C[6a])(C[4]C[6a]C[4]H)(N[4]C[6a]C[4])(O[5]C[5]){1|H<1>,4|C<4>,6|C<3>}	O[5](Se[4,5]C[5,6a]C[4]N[4])(C[5]C[5,6a]CC){1|C<4>,1|H<1>,4|C<3>}	C[4](Se[4,5]C[5,6a]N[4]O[5])(C[6a]C[6a]2)(C[4]N[4]CC)(H){1|C<4>,2|H<1>,5|C<3>}	91.3570	0.000	1	91.3570	0.000	1     91.3570       0.000      1      91.3570     0.000     1
434	358	818	3:4:3:2:	4:4:	4:3:3:	C[5,6a]-3:C[4]-4:N[4]-3:O[5]-2:	Se[4,5]-4:C[5]-4:	Se[4,5]-4:C[5,6a]-3:C[6a]-3:	Se[4,5](C[5,6a]C[5,6a]C[6a])(C[4]C[6a]C[4]H)(N[4]C[6a]C[4])(O[5]C[5])	O[5](Se[4,5]C[5,6a]C[4]N[4])(C[5]C[5,6a]CC)	C[5,6a](Se[4,5]C[4]N[4]O[5])(C[5,6a]C[6a]C[5])(C[6a]C[6a]H)	Se[4,5](C[5,6a]C[5,6a]C[6a])(C[4]C[6a]C[4]H)(N[4]C[6a]C[4])(O[5]C[5]){1|H<1>,4|C<4>,6|C<3>}	O[5](Se[4,5]C[5,6a]C[4]N[4])(C[5]C[5,6a]CC){1|C<4>,1|H<1>,4|C<3>}	C[5,6a](Se[4,5]C[4]N[4]O[5])(C[5,6a]C[6a]C[5])(C[6a]C[6a]H){3|C<3>,3|C<4>,3|H<1>}	82.8511	0.000	1	82.8511	0.000	1     82.8511       0.000      1      82.8511     0.000     1
434	478	818	3:4:3:2:	4:3:4:1:	4:3:3:	C[5,6a]-3:C[4]-4:N[4]-3:O[5]-2:	Se[4,5]-4:C[6a]-3:C[4]-4:H-1:	Se[4,5]-4:C[5,6a]-3:C[6a]-3:	Se[4,5](C[5,6a]C[5,6a]C[6a])(C[4]C[6a]C[4]H)(N[4]C[6a]C[4])(O[5]C[5])	C[4](Se[4,5]C[5,6a]N[4]O[5])(C[6a]C[6a]2)(C[4]N[4]CC)(H)	C[5,6a](Se[4,5]C[4]N[4]O[5])(C[5,6a]C[6a]C[5])(C[6a]C[6a]H)	Se[4,5](C[5,6a]C[5,6a]C[6a])(C[4]C[6a]C[4]H)(N[4]C[6a]C[4])(O[5]C[5]){1|H<1>,4|C<4>,6|C<3>}	C[4](Se[4,5]C[5,6a]N[4]O[5])(C[6a]C[6a]2)(C[4]N[4]CC)(H){1|C<4>,2|H<1>,5|C<3>}	C[5,6a](Se[4,5]C[4]N[4]O[5])(C[5,6a]C[6a]C[5])(C[6a]C[6a]H){3|C<3>,3|C<4>,3|H<1>}	107.6490	0.000	1	107.6490	0.000	1     107.6490       0.000      1      107.6490     0.000     1
454	2	818	3:3:	2:2:3:	3:3:2:	C[5,5]-3:B[5]-3:	S[5]-2:S[5]-2:B[5]-3:	C[5,5]-3:C[5]-3:S[5]-2:	S[5](C[5,5]C[5,5]C[5])(B[5]B[5]S[5])	B[5](S[5]C[5,5])2(B[5]S[5]2)	C[5,5](C[5,5]C[5]S[5])(C[5]S[5]H)(S[5]B[5])	S[5](C[5,5]C[5,5]C[5])(B[5]B[5]S[5]){1|C<3>,1|H<1>,3|S<2>}	B[5](S[5]C[5,5])2(B[5]S[5]2){4|C<3>}	C[5,5](C[5,5]C[5]S[5])(C[5]S[5]H)(S[5]B[5]){1|B<3>,1|H<1>}	95.7281	0.212	2	95.7281	0.212	2     95.7281       0.212      2      95.7281     0.212     2
454	58	346	3:2:	2:2:1:	2:2:	S[5]-3:N[5]-2:	N[5]-2:S[5]-2:O-1:	S[5]-2:S[5]-2:	S[5](S[5]N[5]O)(N[5]S[5])	S[5](N[5]S[5])(S[5]N[5])(O)	N[5](S[5]N[5])(S[5]S[5])	S[5](S[5]N[5]O)(N[5]S[5]){}	S[5](N[5]S[5])(S[5]N[5])(O){}	N[5](S[5]N[5])(S[5]S[5]){1|O<1>}	97.4791	0.000	1	97.4791	0.000	1     97.4791       0.000      1      97.4791     0.000     1
454	58	474	4:3:	2:2:1:	4:4:2:1:	C[5,5,6]-4:S[5]-3:	S[5]-2:S[5]-2:O-1:	C[5,5,6]-4:C[5,5,6]-4:S[5]-2:H-1:	S[5](C[5,5,6]C[5,5,6]2H)(S[5]S[5]O)	S[5](S[5]C[5,5,6])2(O)	C[5,5,6](C[5,5,6]C[5,5,6]C[6a]S[5])(C[5,5,6]C[5,5]C[5,6]H)(S[5]S[5])(H)	S[5](C[5,5,6]C[5,5,6]2H)(S[5]S[5]O){1|C<3>,1|H<1>,3|C<4>}	S[5](S[5]C[5,5,6])2(O){1|C<3>,1|H<1>,2|C<4>}	C[5,5,6](C[5,5,6]C[5,5,6]C[6a]S[5])(C[5,5,6]C[5,5]C[5,6]H)(S[5]S[5])(H){1|C<4>,1|O<1>,2|C<3>,5|H<1>}	102.3360	0.000	1	102.3360	0.000	1     102.3360       0.000      1      102.3360     0.000     1
454	58	474	4:3:	2:2:1:	4:4:3:2:	C[5,5,6]-4:S[5]-3:	S[5]-2:S[5]-2:O-1:	C[5,5,6]-4:C[5,5,6]-4:C[6a]-3:S[5]-2:	S[5](C[5,5,6]C[5,5,6]2C[6a])(S[5]S[5]O)	S[5](S[5]C[5,5,6])2(O)	C[5,5,6](C[5,5,6]C[5,5,6]S[5]H)(C[5,5,6]C[5,5]C[5,6]H)(C[6a]C[6a]2)(S[5]S[5])	S[5](C[5,5,6]C[5,5,6]2C[6a])(S[5]S[5]O){2|C<3>,2|H<1>,3|C<4>}	S[5](S[5]C[5,5,6])2(O){1|C<3>,1|H<1>,2|C<4>}	C[5,5,6](C[5,5,6]C[5,5,6]S[5]H)(C[5,5,6]C[5,5]C[5,6]H)(C[6a]C[6a]2)(S[5]S[5]){1|C<4>,1|O<1>,2|C<3>,7|H<1>}	105.7810	0.000	1	105.7810	0.000	1     105.7810       0.000      1      105.7810     0.000     1
454	58	474	4:3:	4:2:1:	3:3:2:1:	C[5,5,6]-4:S[5,6]-3:	C[5,5,6]-4:S[5,6]-2:O-1:	S[5,5]-3:C[5,6]-3:S[5,6]-2:H-1:	S[5,6](C[5,5,6]C[5,6]S[5,5]H)(S[5,6]C[5,5,6]O)	S[5,6](C[5,5,6]C[5,6]S[5,5]H)(S[5,6]C[5,5,6])(O)	C[5,5,6](S[5,5]C[5,5,6]O)(C[5,6]C[5,6]C)(S[5,6]S[5,6])(H)	S[5,6](C[5,5,6]C[5,6]S[5,5]H)(S[5,6]C[5,5,6]O){1|C<3>,1|C<4>,1|H<1>,1|O<1>}	S[5,6](C[5,5,6]C[5,6]S[5,5]H)(S[5,6]C[5,5,6])(O){1|C<3>,1|C<4>,1|H<1>,1|O<1>}	C[5,5,6](S[5,5]C[5,5,6]O)(C[5,6]C[5,6]C)(S[5,6]S[5,6])(H){1|C<4>,1|H<1>,1|O<1>}	95.5757	0.000	1	95.5757	0.000	1     95.5757       0.000      1      95.5757     0.000     1
454	58	474	4:3:	4:2:1:	4:2:3:1:	C[5]-4:S[5]-3:	C[5]-4:S[5]-2:O-1:	C[5]-4:S[5]-2:C-3:H-1:	S[5](C[5]C[5]CH)(S[5]C[5]O)	S[5](C[5]C[5]CH)(S[5]C[5])(O)	C[5](C[5]C[5]HH)(S[5]S[5])(CCH)(H)	S[5](C[5]C[5]CH)(S[5]C[5]O){1|C<3>,3|H<1>}	S[5](C[5]C[5]CH)(S[5]C[5])(O){1|C<3>,3|H<1>}	C[5](C[5]C[5]HH)(S[5]S[5])(CCH)(H){1|C<3>,1|H<1>,1|O<1>}	98.9468	0.000	1	98.9468	0.000	1     98.9468       0.000      1      98.9468     0.000     1
454	58	818	3:3:	2:2:2:	3:3:2:	C[5,6a]-3:S[5]-3:	N[5]-2:S[5]-2:N-2:	C[5,6a]-3:C[6a]-3:S[5]-2:	S[5](C[5,6a]C[5,6a]C[6a])(S[5]N[5]N)	S[5](N[5]C[5,6a])(S[5]C[5,6a])(NP)	C[5,6a](C[5,6a]C[6a]N[5])(C[6a]C[6a]F)(S[5]S[5])	S[5](C[5,6a]C[5,6a]C[6a])(S[5]N[5]N){1|F<1>,2|C<3>}	S[5](N[5]C[5,6a])(S[5]C[5,6a])(NP){2|C<3>}	C[5,6a](C[5,6a]C[6a]N[5])(C[6a]C[6a]F)(S[5]S[5]){1|C<3>,1|F<1>,1|H<1>,1|N<2>}	90.2788	0.000	1	90.2788	0.000	1     90.4637       0.261      2      90.4637     0.261     2
454	58	818	3:3:	2:2:2:	3:3:2:	C[5,6a]-3:S[5]-3:	N[5]-2:S[5]-2:N-2:	C[5,6a]-3:C[6a]-3:S[5]-2:	S[5](C[5,6a]C[5,6a]C[6a])(S[5]N[5]N)	S[5](N[5]C[5,6a])(S[5]C[5,6a])(NP)	C[5,6a](C[5,6a]C[6a]N[5])(C[6a]C[6a]H)(S[5]S[5])	S[5](C[5,6a]C[5,6a]C[6a])(S[5]N[5]N){1|H<1>,2|C<3>}	S[5](N[5]C[5,6a])(S[5]C[5,6a])(NP){2|C<3>}	C[5,6a](C[5,6a]C[6a]N[5])(C[6a]C[6a]H)(S[5]S[5]){1|C<3>,1|N<2>,2|H<1>}	90.6486	0.000	1	90.6486	0.000	1     90.4637       0.261      2      90.4637     0.261     2
454	58	818	3:3:	3:2:2:	2:2:3:	S[5,5]-3:C[5]-3:	C[5,5]-3:O[5]-2:S[5]-2:	N[5]-2:S[5]-2:N-3:	S[5](S[5,5]C[5,5]O[5])(C[5]N[5]N)	S[5,5](C[5,5]C[5]N[5])(O[5]C[5])(S[5]C[5])	C[5](N[5]C[5,5])(S[5]S[5,5])(NCC)	S[5](S[5,5]C[5,5]O[5])(C[5]N[5]N){2|C<3>}	S[5,5](C[5,5]C[5]N[5])(O[5]C[5])(S[5]C[5]){1|C<3>,1|C<4>,1|N<3>}	C[5](N[5]C[5,5])(S[5]S[5,5])(NCC){1|C<3>,1|O<2>}	93.1352	0.000	1	93.1352	0.000	1     93.1352       0.000      1      93.1352     0.000     1
454	58	818	3:3:	3:2:2:	3:2:4:	S[5,5]-3:C[5]-3:	C[5,5,6]-3:S[5]-2:S[5]-2:	C[5,6]-3:S[5]-2:C-4:	S[5](S[5,5]C[5,5,6]S[5])(C[5]C[5,6]C)	S[5,5](C[5,5,6]C[5,6]2)(S[5]C[5])2	C[5](C[5,6]C[5,5,6]C[6])(S[5]S[5,5])(CH3)	S[5](S[5,5]C[5,5,6]S[5])(C[5]C[5,6]C){1|C<4>,2|C<3>}	S[5,5](C[5,5,6]C[5,6]2)(S[5]C[5])2{4|C<4>}	C[5](C[5,6]C[5,5,6]C[6])(S[5]S[5,5])(CH3){1|C<3>,1|C<4>,1|S<2>,2|H<1>}	93.5875	0.138	3	93.5875	0.138	3     93.5875       0.138      3      93.5875     0.138     3
454	58	818	3:3:	3:2:2:	3:3:2:	C[5,6a]-3:S[5,5]-3:	C[5,5,6a]-3:S[5]-2:S[5]-2:	C[5,6a,6a]-3:C[6a,6a]-3:S[5]-2:	S[5](C[5,6a]C[5,6a,6a]C[6a,6a])(S[5,5]C[5,5,6a]S[5])	S[5,5](C[5,5,6a]C[5,6a,6a]2)(S[5]C[5,6a])2	C[5,6a](C[5,6a,6a]C[5,6a,6a]C[5,5,6a])(C[6a,6a]C[6a,6a]C[6a])(S[5]S[5,5])	S[5](C[5,6a]C[5,6a,6a]C[6a,6a])(S[5,5]C[5,5,6a]S[5]){5|C<3>}	S[5,5](C[5,5,6a]C[5,6a,6a]2)(S[5]C[5,6a])2{4|C<3>}	C[5,6a](C[5,6a,6a]C[5,6a,6a]C[5,5,6a])(C[6a,6a]C[6a,6a]C[6a])(S[5]S[5,5]){1|H<1>,1|S<2>,5|C<3>}	94.2296	0.136	4	94.2296	0.136	4     94.2296       0.136      4      94.2296     0.136     4
454	246	246	3:3:	2:3:2:	2:3:2:	P[5,5,6]-3:P[5,5,6]-3:	S[5,5]-2:P[5,6]-3:S[5,6]-2:	S[5,5]-2:P[5,6]-3:S[5,6]-2:	S[5,5](P[5,5,6]P[5,6]S[5,6])2	P[5,5,6](S[5,5]P[5,5,6])(P[5,6]S[5,6]I)(S[5,6]P[5,6])	P[5,5,6](S[5,5]P[5,5,6])(P[5,6]S[5,6]I)(S[5,6]P[5,6])	S[5,5](P[5,5,6]P[5,6]S[5,6])2{2|I<1>}	P[5,5,6](S[5,5]P[5,5,6])(P[5,6]S[5,6]I)(S[5,6]P[5,6]){1|I<1>}	P[5,5,6](S[5,5]P[5,5,6])(P[5,6]S[5,6]I)(S[5,6]P[5,6]){1|I<1>}	100.3420	0.229	2	100.3420	0.229	2     100.3420       0.229      2      100.3420     0.229     2
454	246	246	3:3:	2:3:2:	3:2:1:	P[5,5,6]-3:P[5,6]-3:	S[5,5]-2:P[5,6]-3:S[5,6]-2:	P[5,5,6]-3:S[5,6]-2:I-1:	S[5,6](P[5,5,6]P[5,6]S[5,5])(P[5,6]P[5,5,6]I)	P[5,5,6](S[5,5]P[5,5,6])(P[5,6]S[5,6]I)(S[5,6]P[5,6])	P[5,6](P[5,5,6]S[5,5]S[5,6])(S[5,6]P[5,5,6])(I)	S[5,6](P[5,5,6]P[5,6]S[5,5])(P[5,6]P[5,5,6]I){1|I<1>,1|S<2>}	P[5,5,6](S[5,5]P[5,5,6])(P[5,6]S[5,6]I)(S[5,6]P[5,6]){1|I<1>}	P[5,6](P[5,5,6]S[5,5]S[5,6])(S[5,6]P[5,5,6])(I){1|P<3>}	107.0468	0.322	4	107.0468	0.322	4     107.0468       0.322      4      107.0468     0.322     4
454	334	818	3:2:	3:2:	3:2:2:	C[5]-3:C[5]-2:	C[5]-3:S[5]-2:	C[5]-3:S[5]-2:S[5]-2:	S[5](C[5]C[5]S[5])(C[5]C[5])	C[5](C[5]S[5]C)(S[5]C[5])	C[5](C[5]S[5]2)(S[5]C[5])2	S[5](C[5]C[5]S[5])(C[5]C[5]){1|C<3>,2|S<2>}	C[5](C[5]S[5]C)(S[5]C[5]){1|C<3>}	C[5](C[5]S[5]2)(S[5]C[5])2{3|C<3>}	95.1798	0.000	1	95.1798	0.000	1     95.1798       0.000      1      95.1798     0.000     1
454	346	346	2:2:	2:2:	2:2:	N[5]-2:N[5]-2:	Se[5]-2:S[5]-2:	Se[5]-2:S[5]-2:	S[5](N[5]Se[5])2	N[5](Se[5]Se[5])(S[5]N[5])	N[5](Se[5]Se[5])(S[5]N[5])	S[5](N[5]Se[5])2{}	N[5](Se[5]Se[5])(S[5]N[5]){}	N[5](Se[5]Se[5])(S[5]N[5]){}	113.8340	0.000	1	113.8340	0.000	1     113.8340       0.000      1      113.8340     0.000     1
454	346	346	2:2:	2:2:	3:2:	N[5]-2:N[5]-2:	S[5]-2:S[5]-2:	S[5]-3:S[5]-2:	S[5](N[5]S[5])2	N[5](S[5]N[5])(S[5]S[5])	N[5](S[5]S[5]O)(S[5]N[5])	S[5](N[5]S[5])2{1|O<1>}	N[5](S[5]N[5])(S[5]S[5]){1|O<1>}	N[5](S[5]S[5]O)(S[5]N[5]){}	108.8570	0.000	1	108.8570	0.000	1     108.8570       0.000      1      108.8570     0.000     1
454	346	346	2:2:	3:2:	3:2:	N[5]-2:N[5]-2:	C[5,5]-3:S[5]-2:	C[5,5]-3:S[5]-2:	S[5](N[5]C[5,5])2	N[5](C[5,5]C[5,5]S[5])(S[5]N[5])	N[5](C[5,5]C[5,5]S[5])(S[5]N[5])	S[5](N[5]C[5,5])2{2|S<2>}	N[5](C[5,5]C[5,5]S[5])(S[5]N[5]){1|C<3>,1|S<2>}	N[5](C[5,5]C[5,5]S[5])(S[5]N[5]){1|C<3>,1|S<2>}	99.0351	0.000	1	99.0351	0.000	1     99.0351       0.000      1      100.6169     0.919     85
454	346	346	2:2:	3:2:	3:2:	N[5]-2:N[5]-2:	C[5,5a]-3:S[5]-2:	C[5,5a]-3:S[5]-2:	S[5](N[5]C[5,5a])2	N[5](C[5,5a]C[5,5a]C[5a])(S[5]N[5])	N[5](C[5,5a]C[5,5a]C[5a])(S[5]N[5])	S[5](N[5]C[5,5a])2{2|C<3>}	N[5](C[5,5a]C[5,5a]C[5a])(S[5]N[5]){1|C<3>,1|N<2>,1|N<3>}	N[5](C[5,5a]C[5,5a]C[5a])(S[5]N[5]){1|C<3>,1|N<2>,1|N<3>}	101.0872	0.185	11	101.0872	0.185	11     101.0872       0.185      11      100.6169     0.919     85
454	346	346	2:2:	3:2:	3:2:	N[5]-2:N[5]-2:	C[5,6]-3:S[5]-2:	C[5,6]-3:S[5]-2:	S[5](N[5]C[5,6])2	N[5](C[5,6]C[5,6]C[6])(S[5]N[5])	N[5](C[5,6]C[5,6]C[6])(S[5]N[5])	S[5](N[5]C[5,6])2{2|C<3>}	N[5](C[5,6]C[5,6]C[6])(S[5]N[5]){1|O<1>,2|C<3>}	N[5](C[5,6]C[5,6]C[6])(S[5]N[5]){1|O<1>,2|C<3>}	100.7340	0.334	4	100.7340	0.334	4     100.7340       0.334      4      100.6169     0.919     85
454	346	346	2:2:	3:2:	3:2:	N[5]-2:N[5]-2:	C[5,6a]-3:S[5]-2:	C[5,6a]-3:S[5]-2:	S[5](N[5]C[5,6a])2	N[5](C[5,6a]C[5,6a]2)(S[5]N[5])	N[5](C[5,6a]C[5,6a]2)(S[5]N[5])	S[5](N[5]C[5,6a])2{2|C<3>}	N[5](C[5,6a]C[5,6a]2)(S[5]N[5]){1|N<2>,2|C<3>}	N[5](C[5,6a]C[5,6a]2)(S[5]N[5]){1|N<2>,2|C<3>}	99.8122	0.273	2	99.8122	0.273	2     100.9546       0.471      56      100.6169     0.919     85
454	346	346	2:2:	3:2:	3:2:	N[5]-2:N[5]-2:	C[5,6a]-3:S[5]-2:	C[5,6a]-3:S[5]-2:	S[5](N[5]C[5,6a])2	N[5](C[5,6a]C[5,6a]C[6,6a])(S[5]N[5])	N[5](C[5,6a]C[5,6a]C[6,6a])(S[5]N[5])	S[5](N[5]C[5,6a])2{2|C<3>}	N[5](C[5,6a]C[5,6a]C[6,6a])(S[5]N[5]){3|C<3>}	N[5](C[5,6a]C[5,6a]C[6,6a])(S[5]N[5]){3|C<3>}	99.8204	0.000	1	99.8204	0.000	1     100.9546       0.471      56      100.6169     0.919     85
454	346	346	2:2:	3:2:	3:2:	N[5]-2:N[5]-2:	C[5,6a]-3:S[5]-2:	C[5,6a]-3:S[5]-2:	S[5](N[5]C[5,6a])2	N[5](C[5,6a]C[5,6a]C[6,6a])(S[5]N[5])	N[5](C[5,6a]C[5,6a]C[6a])(S[5]N[5])	S[5](N[5]C[5,6a])2{2|C<3>}	N[5](C[5,6a]C[5,6a]C[6,6a])(S[5]N[5]){1|C<4>,2|C<3>}	N[5](C[5,6a]C[5,6a]C[6a])(S[5]N[5]){1|Br<1>,2|C<3>}	101.6820	0.000	1	101.6820	0.000	1     100.9546       0.471      56      100.6169     0.919     85
454	346	346	2:2:	3:2:	3:2:	N[5]-2:N[5]-2:	C[5,6a]-3:S[5]-2:	C[5,6a]-3:S[5]-2:	S[5](N[5]C[5,6a])2	N[5](C[5,6a]C[5,6a]C[6a])(S[5]N[5])	N[5](C[5,6a]C[5,6a]2)(S[5]N[5])	S[5](N[5]C[5,6a])2{2|C<3>}	N[5](C[5,6a]C[5,6a]C[6a])(S[5]N[5]){1|H<1>,2|C<3>}	N[5](C[5,6a]C[5,6a]2)(S[5]N[5]){1|N<2>,2|C<3>}	100.9790	0.000	1	100.8060	0.245	2     100.9546       0.471      56      100.6169     0.919     85
454	346	346	2:2:	3:2:	3:2:	N[5]-2:N[5]-2:	C[5,6a]-3:S[5]-2:	C[5,6a]-3:S[5]-2:	S[5](N[5]C[5,6a])2	N[5](C[5,6a]C[5,6a]C[6a])(S[5]N[5])	N[5](C[5,6a]C[5,6a]2)(S[5]N[5])	S[5](N[5]C[5,6a])2{2|C<3>}	N[5](C[5,6a]C[5,6a]C[6a])(S[5]N[5]){1|N<3>,2|C<3>}	N[5](C[5,6a]C[5,6a]2)(S[5]N[5]){1|N<2>,2|C<3>}	100.6330	0.000	1	100.8060	0.245	2     100.9546       0.471      56      100.6169     0.919     85
454	346	346	2:2:	3:2:	3:2:	N[5]-2:N[5]-2:	C[5,6a]-3:S[5]-2:	C[5,6a]-3:S[5]-2:	S[5](N[5]C[5,6a])2	N[5](C[5,6a]C[5,6a]C[6a])(S[5]N[5])	N[5](C[5,6a]C[5,6a]C[6,6a])(S[5]N[5])	S[5](N[5]C[5,6a])2{2|C<3>}	N[5](C[5,6a]C[5,6a]C[6a])(S[5]N[5]){1|H<1>,2|C<3>}	N[5](C[5,6a]C[5,6a]C[6,6a])(S[5]N[5]){3|C<3>}	100.8900	0.000	1	100.8900	0.000	1     100.9546       0.471      56      100.6169     0.919     85
454	346	346	2:2:	3:2:	3:2:	N[5]-2:N[5]-2:	C[5,6a]-3:S[5]-2:	C[5,6a]-3:S[5]-2:	S[5](N[5]C[5,6a])2	N[5](C[5,6a]C[5,6a]C[6a])(S[5]N[5])	N[5](C[5,6a]C[5,6a]C[6a])(S[5]N[5])	S[5](N[5]C[5,6a])2{2|C<3>}	N[5](C[5,6a]C[5,6a]C[6a])(S[5]N[5]){1|Br<1>,2|C<3>}	N[5](C[5,6a]C[5,6a]C[6a])(S[5]N[5]){1|C<2>,2|C<3>}	101.0690	0.000	1	101.1190	0.357	33     100.9546       0.471      56      100.6169     0.919     85
454	346	346	2:2:	3:2:	3:2:	N[5]-2:N[5]-2:	C[5,6a]-3:S[5]-2:	C[5,6a]-3:S[5]-2:	S[5](N[5]C[5,6a])2	N[5](C[5,6a]C[5,6a]C[6a])(S[5]N[5])	N[5](C[5,6a]C[5,6a]C[6a])(S[5]N[5])	S[5](N[5]C[5,6a])2{2|C<3>}	N[5](C[5,6a]C[5,6a]C[6a])(S[5]N[5]){1|Br<1>,2|C<3>}	N[5](C[5,6a]C[5,6a]C[6a])(S[5]N[5]){1|N<2>,2|C<3>}	101.5150	0.000	1	101.1190	0.357	33     100.9546       0.471      56      100.6169     0.919     85
