358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]CH)(O[5]C[5])(H)2     O[5](C[5]C[6]N[5])(C[5]C[5]HH){1|Mn<5>,1|C<3>,1|C<4>,1|H<1>,1|N<3>}    C[5](C[5]N[5]CH)(O[5]C[5])(H)2{1|Mn<5>,1|C<3>}   1.4372    0.0030    2     1.4410     0.0068    11
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]CH)(O[5]C[5])(H)2     O[5](C[5]C[6]N[5])(C[5]C[5]HH){1|Ni<5>,1|C<4>,1|H<1>,2|C<3>}    C[5](C[5]N[5]CH)(O[5]C[5])(H)2{1|Ni<5>,1|C<3>}   1.4409    0.0000    1     1.4410     0.0068    11
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]CH)(O[5]C[5])(H)2     O[5](C[5]C[6]N[5])(C[5]C[5]HH){1|Ru<6>,1|C<3>,1|C<4>,1|H<1>,1|N<3>}    C[5](C[5]N[5]CH)(O[5]C[5])(H)2{1|Ru<6>,1|C<3>}   1.4362    0.0000    1     1.4410     0.0068    11
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]HH)(O[5]C[5])(H)2     O[5](C[5]C[6]N[5])(C[5]C[5]HH){1|Tb<10>,1|C<3>,1|N<3>,2|H<1>}    C[5](C[5]N[5]HH)(O[5]C[5])(H)2{1|Tb<10>,1|C<3>}   1.4375    0.0000    1     1.4375     0.0000    1
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]C[5])(C[5]C[5]HH)    C[5](C[5]C[5]CH)(O[5]C[5])(H)2     O[5](C[5]C[6a]C[5])(C[5]C[5]HH){1|C<4>,1|H<1>,3|C<3>}    C[5](C[5]C[5]CH)(O[5]C[5])(H)2{1|C<3>,1|C<4>}   1.4491    0.0000    1     1.4491     0.0000    1
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]C[5])(C[5]C[5]HH)    C[5](C[5]C[6a]C[5]H)(O[5]C[5])(H)2     O[5](C[5]C[6a]C[5])(C[5]C[5]HH){1|H<1>,4|C<3>}    C[5](C[5]C[6a]C[5]H)(O[5]C[5])(H)2{4|C<3>}   1.4457    0.0000    1     1.4457     0.0000    1
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]N[5])(C[5]C[5]HH)    C[5](C[5]C[6a]N[5]H)(O[5]C[5])(H)2     O[5](C[5]C[6a]N[5])(C[5]C[5]HH){1|Fe<5>,1|H<1>,3|C<3>}    C[5](C[5]C[6a]N[5]H)(O[5]C[5])(H)2{1|Fe<5>,3|C<3>}   1.4548    0.0000    1     1.4402     0.0111    5
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]N[5])(C[5]C[5]HH)    C[5](C[5]C[6a]N[5]H)(O[5]C[5])(H)2     O[5](C[5]C[6a]N[5])(C[5]C[5]HH){1|H<1>,3|C<3>}    C[5](C[5]C[6a]N[5]H)(O[5]C[5])(H)2{3|C<3>}   1.4291    0.0014    2     1.4402     0.0111    5
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]N[5])(C[5]C[5]HH)    C[5](C[5]C[6a]N[5]H)(O[5]C[5])(H)2     O[5](C[5]C[6a]N[5])(C[5]C[5]HH){1|Nd<12>,1|H<1>,3|C<3>}    C[5](C[5]C[6a]N[5]H)(O[5]C[5])(H)2{1|Nd<12>,3|C<3>}   1.4439    0.0000    2     1.4402     0.0111    5
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]CC)(O[5]C[5])(H)2     O[5](C[5]C[6a]N[5])(C[5]C[5]HH){1|Mg<6>,2|C<3>,2|C<4>}    C[5](C[5]N[5]CC)(O[5]C[5])(H)2{1|Mg<6>,1|C<3>}   1.4324    0.0039    5     1.4385     0.0083    14
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]CC)(O[5]C[5])(H)2     O[5](C[5]C[6a]N[5])(C[5]C[5]HH){1|Ni<7>,2|C<3>,2|C<4>}    C[5](C[5]N[5]CC)(O[5]C[5])(H)2{1|Ni<7>,1|C<3>}   1.4443    0.0000    1     1.4385     0.0083    14
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]CC)(O[5]C[5])(H)2     O[5](C[5]C[6a]N[5])(C[5]C[5]HH){1|Pd<5>,2|C<3>,2|C<4>}    C[5](C[5]N[5]CC)(O[5]C[5])(H)2{1|Pd<5>,1|C<3>}   1.4281    0.0026    2     1.4385     0.0083    14
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]CC)(O[5]C[5])(H)2     O[5](C[5]C[6a]N[5])(C[5]C[5]HH){1|Pt<4>,2|C<3>,2|C<4>}    C[5](C[5]N[5]CC)(O[5]C[5])(H)2{1|Pt<4>,1|C<3>}   1.4433    0.0000    1     1.4385     0.0083    14
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]CC)(O[5]C[5])(H)2     O[5](C[5]C[6a]N[5])(C[5]C[5]HH){1|Zn<4>,2|C<3>,2|C<4>}    C[5](C[5]N[5]CC)(O[5]C[5])(H)2{1|Zn<4>,1|C<3>}   1.4460    0.0043    2     1.4385     0.0083    14
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]CC)(O[5]C[5])(H)2     O[5](C[5]C[6a]N[5])(C[5]C[5]HH){2|C<3>,2|C<4>}    C[5](C[5]N[5]CC)(O[5]C[5])(H)2{1|C<3>}   1.4473    0.0017    3     1.4385     0.0083    14
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]CH)(O[5]C[5])(H)2     O[5](C[5]C[6a]N[5])(C[5]C[5]HH){1|C<3>,1|C<4>,1|H<1>,1|N<2>}    C[5](C[5]N[5]CH)(O[5]C[5])(H)2{1|C<3>}   1.4487    0.0021    2     1.4440     0.0048    20
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]CH)(O[5]C[5])(H)2     O[5](C[5]C[6a]N[5])(C[5]C[5]HH){1|C<4>,1|H<1>,2|C<3>}    C[5](C[5]N[5]CH)(O[5]C[5])(H)2{1|C<3>}   1.4409    0.0057    8     1.4440     0.0048    20
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]CH)(O[5]C[5])(H)2     O[5](C[5]C[6a]N[5])(C[5]C[5]HH){1|Ca<6>,1|C<4>,1|H<1>,2|C<3>}    C[5](C[5]N[5]CH)(O[5]C[5])(H)2{1|Ca<6>,1|C<3>}   1.4471    0.0006    2     1.4440     0.0048    20
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]CH)(O[5]C[5])(H)2     O[5](C[5]C[6a]N[5])(C[5]C[5]HH){1|Cu<4>,1|C<4>,1|H<1>,2|C<3>}    C[5](C[5]N[5]CH)(O[5]C[5])(H)2{1|Cu<4>,1|C<3>}   1.4455    0.0000    1     1.4440     0.0048    20
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]CH)(O[5]C[5])(H)2     O[5](C[5]C[6a]N[5])(C[5]C[5]HH){1|Ni<4>,1|C<4>,1|H<1>,2|C<3>}    C[5](C[5]N[5]CH)(O[5]C[5])(H)2{1|Ni<4>,1|C<3>}   1.4483    0.0014    2     1.4440     0.0048    20
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]CH)(O[5]C[5])(H)2     O[5](C[5]C[6a]N[5])(C[5]C[5]HH){1|Ni<5>,1|C<4>,1|H<1>,2|C<3>}    C[5](C[5]N[5]CH)(O[5]C[5])(H)2{1|Ni<5>,1|C<3>}   1.4409    0.0000    1     1.4440     0.0048    20
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]CH)(O[5]C[5])(H)2     O[5](C[5]C[6a]N[5])(C[5]C[5]HH){1|Pd<4>,1|C<4>,1|H<1>,2|C<3>}    C[5](C[5]N[5]CH)(O[5]C[5])(H)2{1|Pd<4>,1|C<3>}   1.4415    0.0000    1     1.4440     0.0048    20
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]CH)(O[5]C[5])(H)2     O[5](C[5]C[6a]N[5])(C[5]C[5]HH){1|Ru<9>,1|C<4>,1|H<1>,2|C<3>}    C[5](C[5]N[5]CH)(O[5]C[5])(H)2{1|Ru<9>,1|C<3>}   1.4443    0.0000    1     1.4440     0.0048    20
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]CH)(O[5]C[5])(H)2     O[5](C[5]C[6a]N[5])(C[5]C[5]HH){1|Sc<5>,1|C<4>,1|H<1>,2|C<3>}    C[5](C[5]N[5]CH)(O[5]C[5])(H)2{1|Sc<5>,1|C<3>}   1.4468    0.0000    1     1.4440     0.0048    20
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]CH)(O[5]C[5])(H)2     O[5](C[5]C[6a]N[5])(C[5]C[5]HH){1|Zr<9>,1|C<4>,1|H<1>,2|C<3>}    C[5](C[5]N[5]CH)(O[5]C[5])(H)2{1|Zr<9>,1|C<3>}   1.4460    0.0000    1     1.4440     0.0048    20
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]HH)(O[5]C[5])(H)2     O[5](C[5]C[6a]N[5])(C[5]C[5]HH){1|C<3>,1|N<2>,2|H<1>}    C[5](C[5]N[5]HH)(O[5]C[5])(H)2{1|C<3>}   1.4428    0.0000    1     1.4446     0.0041    4
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]HH)(O[5]C[5])(H)2     O[5](C[5]C[6a]N[5])(C[5]C[5]HH){1|Cu<6>,2|C<3>,2|H<1>}    C[5](C[5]N[5]HH)(O[5]C[5])(H)2{1|Cu<6>,1|C<3>}   1.4494    0.0000    1     1.4446     0.0041    4
358    474     3:4:    4:2:1:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[6a]N[5])(C[5]C[5]HH)    C[5](C[5]N[5]HH)(O[5]C[5])(H)2     O[5](C[5]C[6a]N[5])(C[5]C[5]HH){2|C<3>,2|H<1>}    C[5](C[5]N[5]HH)(O[5]C[5])(H)2{1|C<3>}   1.4430    0.0043    2     1.4446     0.0041    4
358    474     3:4:    4:2:1:1:    N[5,5]-3:C[5]-4:     C[5,5]-4:O[5]-2:H-1:H-1:     Y    O[5](N[5,5]C[3x5]O[5])(C[5]C[5,5]HH)    C[5](C[5,5]C[3x5]C[5]H)(O[5]N[5,5])(H)2     O[5](N[5,5]C[3x5]O[5])(C[5]C[5,5]HH){1|H<1>,4|C<4>}    C[5](C[5,5]C[3x5]C[5]H)(O[5]N[5,5])(H)2{1|O<2>,2|H<1>,3|C<4>}   1.4444    0.0000    1     1.4444     0.0000    1
358    474     3:4:    4:2:1:1:    N[5,6]-3:C[5]-4:     C[5,6]-4:O[5]-2:H-1:H-1:     Y    O[5](N[5,6]C[5,6]C[6])(C[5]C[5,6]HH)    C[5](C[5,6]C[5,6]S[6]H)(O[5]N[5,6])(H)2     O[5](N[5,6]C[5,6]C[6])(C[5]C[5,6]HH){1|C<3>,1|C<4>,1|S<4>,4|H<1>}    C[5](C[5,6]C[5,6]S[6]H)(O[5]N[5,6])(H)2{1|C<3>,1|H<1>,2|C<4>,2|O<1>}   1.4365    0.0000    1     1.4365     0.0000    1
358    474     3:4:    4:2:1:1:    P[5]-3:C[5]-4:     C[5]-4:O[5]-2:H-1:H-1:     Y    O[5](P[5]C[6a]O[5])(C[5]C[5]HH)    C[5](C[5]O[5]HH)(O[5]P[5])(H)2     O[5](P[5]C[6a]O[5])(C[5]C[5]HH){2|C<3>,2|H<1>}    C[5](C[5]O[5]HH)(O[5]P[5])(H)2{1|C<3>}   1.4526    0.0000    1     1.4526     0.0000    1
358    474     3:4:    4:2:2:1:    C[5,6a]-3:C[5,5]-4:     C[5,5]-4:O[5]-2:N[5]-2:H-1:     Y    O[5](C[5,6a]C[5,6a]C[6a])(C[5,5]C[5,5]N[5]H)    C[5,5](C[5,5]C[5,6a]C[5,6]C)(O[5]C[5,6a])(N[5]C[5,6])(H)     O[5](C[5,6a]C[5,6a]C[6a])(C[5,5]C[5,5]N[5]H){1|C<4>,1|H<1>,4|C<3>}    C[5,5](C[5,5]C[5,6a]C[5,6]C)(O[5]C[5,6a])(N[5]C[5,6])(H){4|C<3>}   1.4370    0.0000    1     1.4370     0.0000    1
358    474     3:4:    4:2:2:1:    C[5]-3:C[5]-4:     C[5,6]-4:O[5]-2:O-2:H-1:     Y    O[5](C[5]C[5,6,6]O)(C[5]C[5,6]HO)    C[5](C[5,6]C[5,6,6]C[6]H)(O[5]C[5])(OC)(H)     O[5](C[5]C[5,6,6]O)(C[5]C[5,6]HO){1|C<3>,1|H<1>,2|C<4>}    C[5](C[5,6]C[5,6,6]C[6]H)(O[5]C[5])(OC)(H){1|C<3>,1|O<1>,3|C<4>}   1.4340    0.0000    1     1.4340     0.0000    1
358    474     3:4:    4:2:2:4:    C[5,6a]-3:C[5,6]-4:     C[5]-4:O[5]-2:O[6]-2:C[6]-4:     Y    O[5](C[5,6a]C[5,6a]C[6a])(C[5,6]C[5]C[6]O[6])    C[5,6](C[5]C[5,6a]HH)(O[5]C[5,6a])(O[6]C[6,6a])(C[6]C[6]HH)     O[5](C[5,6a]C[5,6a]C[6a])(C[5,6]C[5]C[6]O[6]){1|C<4>,3|C<3>,5|H<1>}    C[5,6](C[5]C[5,6a]HH)(O[5]C[5,6a])(O[6]C[6,6a])(C[6]C[6]HH){2|H<1>,4|C<3>}   1.4464    0.0000    1     1.4464     0.0000    1
358    474     3:4:    4:2:3:1:    B[5]-3:C[5]-4:     C[5]-4:O[5]-2:C-3:H-1:     Y    O[5](B[5]B[5]O[5])(C[5]C[5]CH)    C[5](C[5]O[5]CH)(O[5]B[5])(COO)(H)     O[5](B[5]B[5]O[5])(C[5]C[5]CH){1|C<3>,1|H<1>,2|O<2>}    C[5](C[5]O[5]CH)(O[5]B[5])(COO)(H){1|B<3>}   1.4299    0.0015    3     1.4299     0.0015    3
358    474     3:4:    4:2:3:1:    C[5,6a]-3:C[5]-4:     C[5]-4:O[5]-2:C-3:H-1:     Y    O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]CH)    C[5](C[5]C[5,6a]HO)(O[5]C[5,6a])(CC[6a]O)(H)     O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]CH){1|O<2>,2|C<3>,2|H<1>}    C[5](C[5]C[5,6a]HO)(O[5]C[5,6a])(CC[6a]O)(H){2|C<3>}   1.4444    0.0000    1     1.4444     0.0000    1
358    474     3:4:    4:2:3:1:    C[5]-3:C[5]-4:     C[5]-4:O[5]-2:C-3:H-1:     Y    O[5](C[5]C[5a]C[5])(C[5]C[5]CH)    C[5](C[5]C[6a]C[5]H)(O[5]C[5])(CC[6a]O)(H)     O[5](C[5]C[5a]C[5])(C[5]C[5]CH){1|C<2>,1|H<1>,3|C<3>}    C[5](C[5]C[6a]C[5]H)(O[5]C[5])(CC[6a]O)(H){1|C<2>,3|C<3>}   1.4403    0.0000    1     1.4403     0.0000    1
358    474     3:4:    4:2:3:1:    N[5,5]-3:C[5]-4:     C[5]-4:O[5]-2:C-3:H-1:     Y    O[5](N[5,5]C[3x5]O[5])(C[5]C[5]CH)    C[5](C[5]C[3x5]HH)(O[5]N[5,5])(COO)(H)     O[5](N[5,5]C[3x5]O[5])(C[5]C[5]CH){2|H<1>,3|C<4>}    C[5](C[5]C[3x5]HH)(O[5]N[5,5])(COO)(H){1|O<2>,2|C<4>}   1.4474    0.0012    2     1.4474     0.0012    2
358    474     3:4:    4:2:3:1:    N[5,6]-3:C[5,5]-4:     C[5,5]-4:O[5]-2:C[5]-3:H-1:     Y    O[5](N[5,6]C[6,6a]C[5,6])(C[5,5]C[5,5]C[5]H)    C[5,5](C[5,5]C[5,6]C[5]H)(O[5]N[5,6])(C[5]N[5]O)(H)     O[5](N[5,6]C[6,6a]C[5,6])(C[5,5]C[5,5]C[5]H){1|C<4>,1|N<3>,1|O<1>,2|H<1>,3|C<3>}    C[5,5](C[5,5]C[5,6]C[5]H)(O[5]N[5,6])(C[5]N[5]O)(H){1|C<3>,1|H<1>,1|O<1>,2|C<4>}   1.4393    0.0000    1     1.4393     0.0000    1
358    474     3:4:    4:2:3:1:    N[5]-3:C[5]-4:     C[5]-4:O[5]-2:C-3:H-1:     Y    O[5](N[5]C[6a]C[5])(C[5]C[5]CH)    C[5](C[5]C[5]CH)(O[5]N[5])(COO)(H)     O[5](N[5]C[6a]C[5])(C[5]C[5]CH){2|H<1>,4|C<3>}    C[5](C[5]C[5]CH)(O[5]N[5])(COO)(H){1|H<1>,2|C<3>}   1.4417    0.0000    1     1.4417     0.0000    1
358    474     3:4:    4:2:3:1:    P[5]-3:C[5]-4:     C[5]-4:O[5]-2:C-3:H-1:     Y    O[5](P[5]C[5]O[5])(C[5]C[5]CH)    C[5](C[5]O[5]CH)(O[5]P[5])(COO)(H)     O[5](P[5]C[5]O[5])(C[5]C[5]CH){1|C<3>,2|C<4>,2|H<1>}    C[5](C[5]O[5]CH)(O[5]P[5])(COO)(H){1|C<4>}   1.4280    0.0047    3     1.4280     0.0047    3
358    474     3:4:    4:2:3:3:    C[5,6a]-3:C[5]-4:     C[5]-4:O[5]-2:C-3:C-3:     Y    O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]CC)    C[5](C[5]C[5,6a]HN)(O[5]C[5,6a])(CCO)(COO)     O[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]CC){1|N<3>,2|C<3>,2|H<1>}    C[5](C[5]C[5,6a]HN)(O[5]C[5,6a])(CCO)(COO){2|C<3>}   1.4433    0.0000    1     1.4433     0.0000    1
358    474     3:4:    4:2:4:1:    B[5]-3:C[5]-4:     C[5]-4:O[5]-2:C-4:H-1:     Y    O[5](B[5]C[5]O[5])(C[5]C[5]CH)    C[5](C[5]O[5]CH)(O[5]B[5])(CH3)(H)     O[5](B[5]C[5]O[5])(C[5]C[5]CH){1|C<3>,1|C<4>,1|H<1>,1|S<2>}    C[5](C[5]O[5]CH)(O[5]B[5])(CH3)(H){1|C<3>}   1.4476    0.0000    1     1.4476     0.0000    1
358    474     3:4:    4:2:4:1:    N[5,6]-3:C[5,6]-4:     C[6]-4:O[5,6]-2:C[5]-4:H-1:     Y    O[5,6](N[5,6]C[6,6a]C[5])(C[5,6]C[5]C[6]H)    C[5,6](C[6]C[6,6a]HH)(O[5,6]N[5,6])(C[5]C[5]HH)(H)     O[5,6](N[5,6]C[6,6a]C[5])(C[5,6]C[5]C[6]H){3|C<3>,5|H<1>}    C[5,6](C[6]C[6,6a]HH)(O[5,6]N[5,6])(C[5]C[5]HH)(H){1|H<1>,3|C<3>}   1.4421    0.0064    15     1.4421     0.0064    15
358    474     3:4:    4:2:4:1:    N[5,6]-3:C[5]-4:     C[5]-4:O[5]-2:S-4:H-1:     Y    O[5](N[5,6]C[5,6]C[6])(C[5]C[5]HS)    C[5](C[5]C[5,6]HH)(O[5]N[5,6])(SC[6a]OO)(H)     O[5](N[5,6]C[5,6]C[6])(C[5]C[5]HS){1|C<3>,3|C<4>,3|H<1>}    C[5](C[5]C[5,6]HH)(O[5]N[5,6])(SC[6a]OO)(H){1|C<3>,2|C<4>}   1.4305    0.0000    1     1.4305     0.0000    1
358    474     3:4:    4:2:4:1:    N[5]-3:C[5]-4:     C[5]-4:O[5]-2:C-4:H-1:     Y    O[5](N[5]C[6a]C[5])(C[5]C[5]CH)    C[5](C[5]C[5]HH)(O[5]N[5])(CHHN)(H)     O[5](N[5]C[6a]C[5])(C[5]C[5]CH){3|C<3>,3|H<1>}    C[5](C[5]C[5]HH)(O[5]N[5])(CHHN)(H){1|H<1>,2|C<3>}   1.4337    0.0000    1     1.4337     0.0000    1
358    474     3:4:    4:2:4:4:    B[5]-3:C[5]-4:     C[5]-4:O[5]-2:C-4:C-4:     Y    O[5](B[5]C[6]O[5])(C[5]C[5]CC)    C[5](C[5]O[5]CC)(O[5]B[5])(CH3)2     O[5](B[5]C[6]O[5])(C[5]C[5]CC){1|H<1>,4|C<4>}    C[5](C[5]O[5]CC)(O[5]B[5])(CH3)2{1|C<4>}   1.4548    0.0000    1     1.4548     0.0000    1
358    474     3:4:    4:2:4:4:    B[5]-3:C[5]-4:     C[5]-4:O[5]-2:C-4:C-4:     Y    O[5](B[5]C[6a]O[5])(C[5]C[5]CC)    C[5](C[5]O[5]CC)(O[5]B[5])(CH3)2     O[5](B[5]C[6a]O[5])(C[5]C[5]CC){2|C<3>,2|C<4>}    C[5](C[5]O[5]CC)(O[5]B[5])(CH3)2{1|C<3>}   1.4393    0.0033    4     1.4393     0.0033    4
358    474     3:4:    4:3:2:1:    C[5,6a]-3:C[5,5]-4:     C[5,5]-4:N[5]-3:O[5]-2:H-1:     Y    O[5](C[5,6a]C[5,6a]C[6a])(C[5,5]C[5,5]N[5]H)    C[5,5](C[5,5]C[5,6a]2C)(N[5]C[5,6a]C)(O[5]C[5,6a])(H)     O[5](C[5,6a]C[5,6a]C[6a])(C[5,5]C[5,5]N[5]H){1|C<4>,1|H<1>,5|C<3>}    C[5,5](C[5,5]C[5,6a]2C)(N[5]C[5,6a]C)(O[5]C[5,6a])(H){4|C<3>}   1.4433    0.0000    1     1.4433     0.0000    1
358    474     3:4:    4:3:3:2:    C[5]-3:C[5,5]-4:     C[5]-4:C[5]-3:C[5]-3:O[5]-2:     Y    O[5](C[5]C[6a]C[5])(C[5,5]C[5]3)    C[5,5](C[5]C[5]CC)(C[5]C[5]O)(C[5]O[5]O)(O[5]C[5])     O[5](C[5]C[6a]C[5])(C[5,5]C[5]3){1|H<1>,1|O<2>,2|C<3>,2|O<1>,3|C<4>}    C[5,5](C[5]C[5]CC)(C[5]C[5]O)(C[5]O[5]O)(O[5]C[5]){1|C<3>,3|H<1>}   1.4336    0.0000    1     1.4289     0.0066    2
358    474     3:4:    4:3:3:2:    C[5]-3:C[5,5]-4:     C[5]-4:C[5]-3:C[5]-3:O[5]-2:     Y    O[5](C[5]C[6a]C[5])(C[5,5]C[5]3)    C[5,5](C[5]C[5]CC)(C[5]C[5]O)(C[5]O[5]O)(O[5]C[5])     O[5](C[5]C[6a]C[5])(C[5,5]C[5]3){1|H<1>,1|O<2>,2|C<4>,2|O<1>,3|C<3>}    C[5,5](C[5]C[5]CC)(C[5]C[5]O)(C[5]O[5]O)(O[5]C[5]){1|C<3>,3|H<1>}   1.4243    0.0000    1     1.4289     0.0066    2
358    474     3:4:    4:4:2:1:    N[3x5,6]-3:C[5,5,6]-4:     C[5,6]-4:C[5,6]-4:O[5,5]-2:H-1:     Y    O[5,5](N[3x5,6]C[5,5,6]2)(C[5,5,6]C[5,6]2H)    C[5,5,6](C[5,6]C[5,5,6]CH)(C[5,6]C[5,5,6]HH)(O[5,5]N[3x5,6])(H)     O[5,5](N[3x5,6]C[5,5,6]2)(C[5,5,6]C[5,6]2H){2|C<3>,2|C<4>,4|H<1>}    C[5,5,6](C[5,6]C[5,5,6]CH)(C[5,6]C[5,5,6]HH)(O[5,5]N[3x5,6])(H){1|C<3>,1|H<1>,2|C<4>}   1.4511    0.0000    1     1.4511     0.0000    1
358    474     3:4:    4:4:2:1:    N[5,5]-3:C[5,6]-4:     C[5,6]-4:C[5,6]-4:O[5]-2:H-1:     Y    O[5](N[5,5]C[5,5]C[5])(C[5,6]C[5,6]2H)    C[5,6](C[5,6]C[5,5]C[5,6]H)(C[5,6]C[5,6]N[5,5]H)(O[5]N[5,5])(H)     O[5](N[5,5]C[5,5]C[5])(C[5,6]C[5,6]2H){1|C<3>,1|N<3>,4|C<4>,4|H<1>}    C[5,6](C[5,6]C[5,5]C[5,6]H)(C[5,6]C[5,6]N[5,5]H)(O[5]N[5,5])(H){1|C<3>,3|H<1>,5|C<4>}   1.4403    0.0000    1     1.4403     0.0000    1
