474    542     3:2:4:3:    4:4:3:    N[5,5]-3:O[5]-2:C-4:C-3:     C[5,5]-4:C[5]-4:C[5]-3:     Y    C[5](N[5,5]C[5,5]C[5])(O[5]C[5])(CH3)(CCO)    N[5,5](C[5,5]C[5]2C)(C[5]O[5]CC)(C[5]C[5]O)     C[5](N[5,5]C[5,5]C[5])(O[5]C[5])(CH3)(CCO){1|C<3>,1|O<1>,2|C<4>,2|H<1>}    N[5,5](C[5,5]C[5]2C)(C[5]O[5]CC)(C[5]C[5]O){1|C<3>,5|H<1>}   1.4538    0.0000    1     1.4560     0.0032    2
474    542     3:2:4:3:    4:4:3:    N[5,5]-3:O[5]-2:C-4:C-3:     C[5,5]-4:C[5]-4:C[5]-3:     Y    C[5](N[5,5]C[5,5]C[5])(O[5]C[5])(CH3)(CCO)    N[5,5](C[5,5]C[5]2C)(C[5]O[5]CC)(C[5]C[5]O)     C[5](N[5,5]C[5,5]C[5])(O[5]C[5])(CH3)(CCO){1|C<3>,1|O<1>,2|C<4>,2|H<1>}    N[5,5](C[5,5]C[5]2C)(C[5]O[5]CC)(C[5]C[5]O){2|C<3>,4|H<1>}   1.4583    0.0000    1     1.4560     0.0032    2
474    542     3:2:4:4:    3:3:4:    N[5]-3:O[5]-2:C-4:C-4:     C[5]-3:C[6a]-3:C[5]-4:     Y    C[5](N[5]C[6a]C[5])(O[5]N[5])(CC[5]HH)(CH3)    N[5](C[5]C[6a]N[5])(C[6a]C[6a]2)(C[5]O[5]CC)     C[5](N[5]C[6a]C[5])(O[5]N[5])(CC[5]HH)(CH3){3|C<3>}    N[5](C[5]C[6a]N[5])(C[6a]C[6a]2)(C[5]O[5]CC){1|H<1>,1|N<3>,4|C<3>}   1.4796    0.0000    1     1.4796     0.0000    1
474    542     3:2:4:4:    3:4:1:    N[5]-3:O[5]-2:C-4:C-4:     C[5,6a]-3:C[5]-4:H-1:     Y    C[5](N[5]C[5,6a]H)(O[5]C[5,6a])(CCHH)(CH3)    N[5](C[5,6a]C[5,6a]C[6a])(C[5]O[5]CC)(H)     C[5](N[5]C[5,6a]H)(O[5]C[5,6a])(CCHH)(CH3){2|C<3>}    N[5](C[5,6a]C[5,6a]C[6a])(C[5]O[5]CC)(H){1|H<1>,2|C<3>}   1.4700    0.0000    1     1.4700     0.0000    1
474    542     3:2:4:4:    3:4:1:    N[5]-3:S[5]-2:C[6]-4:C[6]-4:     C[5,6a]-3:C[5,6]-4:H-1:     Y    C[5,6](N[5]C[5,6a]H)(S[5]C[5,6a])(C[6]C[6]HH)2    N[5](C[5,6a]C[5,6a]C[6a])(C[5,6]C[6]2S[5])(H)     C[5,6](N[5]C[5,6a]H)(S[5]C[5,6a])(C[6]C[6]HH)2{1|C<4>,2|C<3>,4|H<1>}    N[5](C[5,6a]C[5,6a]C[6a])(C[5,6]C[6]2S[5])(H){2|C<3>,2|C<4>,5|H<1>}   1.4608    0.0073    2     1.4608     0.0073    2
474    542     3:2:4:4:    3:4:3:    N[5]-3:N[5]-2:C-4:C-4:     C[6a]-3:C[5]-4:C[5]-3:     Y    C[5](N[5]C[6a]C[5])(N[5]N[5])(CH3)2    N[5](C[6a]C[6a,6a]C[6a])(C[5]N[5]CC)(C[5]N[5]S)     C[5](N[5]C[6a]C[5])(N[5]N[5])(CH3)2{1|S<1>,2|C<3>}    N[5](C[6a]C[6a,6a]C[6a])(C[5]N[5]CC)(C[5]N[5]S){1|H<1>,3|C<3>}   1.4703    0.0000    1     1.4703     0.0000    1
474    542     3:2:4:4:    3:4:3:    N[5]-3:O[5]-2:C-4:C-4:     C[6a]-3:C[5]-4:C[5]-3:     Y    C[5](N[5]C[6a]C[5])(O[5]C[5])(CH3)2    N[5](C[6a]C[6a]2)(C[5]O[5]CC)(C[5]C[5]O)     C[5](N[5]C[6a]C[5])(O[5]C[5])(CH3)2{1|H<1>,1|O<1>,3|C<3>}    N[5](C[6a]C[6a]2)(C[5]O[5]CC)(C[5]C[5]O){1|C<4>,2|H<1>,3|C<3>}   1.4736    0.0000    1     1.4736     0.0000    1
474    542     3:2:4:4:    3:4:4:    N[5]-3:O[5]-2:C-4:C-4:     C[5,6a]-3:C[5]-4:C-4:     Y    C[5](N[5]C[5,6a]C)(O[5]C[5,6a])(CCFF)(CCHH)    N[5](C[5,6a]C[5,6a]C[6a])(C[5]O[5]CC)(CCHH)     C[5](N[5]C[5,6a]C)(O[5]C[5,6a])(CCFF)(CCHH){2|C<3>}    N[5](C[5,6a]C[5,6a]C[6a])(C[5]O[5]CC)(CCHH){1|H<1>,2|C<3>}   1.4709    0.0030    2     1.4709     0.0030    2
474    542     3:2:4:4:    3:4:4:    N[5]-3:O[5]-2:C-4:C-4:     C[5,6a]-3:C[5]-4:C-4:     Y    C[5](N[5]C[5,6a]C)(O[5]C[5,6a])(CCHH)(CFFH)    N[5](C[5,6a]C[5,6a]C[6a])(C[5]O[5]CC)(CC[6a]HH)     C[5](N[5]C[5,6a]C)(O[5]C[5,6a])(CCHH)(CFFH){2|C<3>}    N[5](C[5,6a]C[5,6a]C[6a])(C[5]O[5]CC)(CC[6a]HH){1|H<1>,2|C<3>}   1.4625    0.0000    1     1.4625     0.0000    1
474    542     3:2:4:4:    4:4:1:    N[5]-3:N[5]-2:C-4:C-4:     C[5]-4:C[5]-4:O-1:     Y    C[5](N[5]C[5]O)(N[5]C[5])(CH3)2    N[5](C[5]C[5]CC)(C[5]N[5]CC)(O)     C[5](N[5]C[5]O)(N[5]C[5])(CH3)2{1|N<3>,2|C<4>}    N[5](C[5]C[5]CC)(C[5]N[5]CC)(O){1|N<3>}   1.4701    0.0000    1     1.4701     0.0000    1
474    542     3:2:4:4:    4:4:3:    N[5]-3:O[5]-2:C-4:C-4:     C[5]-4:C[5]-4:C-3:     Y    C[5](N[5]C[5]C)(O[5]C[5])(CH3)2    N[5](C[5]C[3]C[5]H)(C[5]O[5]CC)(COO)     C[5](N[5]C[5]C)(O[5]C[5])(CH3)2{1|C<4>,3|H<1>}    N[5](C[5]C[3]C[5]H)(C[5]O[5]CC)(COO){1|C<4>,1|O<2>,3|H<1>}   1.4747    0.0000    1     1.4747     0.0000    1
474    542     3:2:4:4:    4:4:3:    N[5]-3:O[5]-2:C-4:C-4:     C[5]-4:C[5]-4:C-3:     Y    C[5](N[5]C[5]C)(O[5]C[5])(CH3)2    N[5](C[5]C[5]2H)(C[5]O[5]CC)(COO)     C[5](N[5]C[5]C)(O[5]C[5])(CH3)2{1|C<4>,3|H<1>}    N[5](C[5]C[5]2H)(C[5]O[5]CC)(COO){1|C<4>,1|O<2>,3|H<1>}   1.4716    0.0000    1     1.4716     0.0000    1
474    542     3:2:4:4:    4:4:3:    N[5]-3:O[5]-2:C-4:C-4:     C[5]-4:C[5]-4:C-3:     Y    C[5](N[5]C[5]C)(O[5]C[5])(CH3)2    N[5](C[5]C[5]CH)(C[5]O[5]CC)(CC[6a]O)     C[5](N[5]C[5]C)(O[5]C[5])(CH3)2{1|C<4>,1|H<1>,1|O<1>}    N[5](C[5]C[5]CH)(C[5]O[5]CC)(CC[6a]O){1|O<1>}   1.4778    0.0049    2     1.4778     0.0049    2
474    542     3:2:4:4:    4:4:3:    N[5]-3:O[5]-2:C-4:C-4:     C[5]-4:C[5]-4:C-3:     Y    C[5](N[5]C[5]C)(O[5]C[5])(CH3)2    N[5](C[5]C[5]CH)(C[5]O[5]CC)(COO)     C[5](N[5]C[5]C)(O[5]C[5])(CH3)2{1|C<4>,3|H<1>}    N[5](C[5]C[5]CH)(C[5]O[5]CC)(COO){2|H<1>}   1.4678    0.0000    1     1.4678     0.0000    1
474    542     3:2:4:4:    4:4:3:    N[5]-3:O[5]-2:C-4:C-4:     C[5]-4:C[5]-4:C-3:     Y    C[5](N[5]C[5]C)(O[5]C[5])(CH3)2    N[5](C[5]C[5]C[6]H)(C[5]O[5]CC)(COO)     C[5](N[5]C[5]C)(O[5]C[5])(CH3)2{1|C<4>,3|H<1>}    N[5](C[5]C[5]C[6]H)(C[5]O[5]CC)(COO){1|C<4>,1|O<2>,3|H<1>}   1.4747    0.0000    1     1.4747     0.0000    1
474    542     3:2:4:4:    4:4:4:    N[5,6]-3:O[5]-2:C-4:C-4:     C[5,6]-4:C[5]-4:C[6]-4:     Y    C[5](N[5,6]C[5,6]C[6])(O[5]C[5])(CH3)2    N[5,6](C[5,6]C[5]C[6]H)(C[5]O[5]CC)(C[6]C[6]HH)     C[5](N[5,6]C[5,6]C[6])(O[5]C[5])(CH3)2{1|C<3>,2|C<4>,4|H<1>}    N[5,6](C[5,6]C[5]C[6]H)(C[5]O[5]CC)(C[6]C[6]HH){1|C<3>,1|C<4>,5|H<1>}   1.4702    0.0000    1     1.4702     0.0000    1
474    542     3:3:1:1:    3:3:4:    N[5,5a]-3:C[5]-3:H-1:H-1:     C[5,5a]-3:C[5a]-3:C[5]-4:     Y    C[5](N[5,5a]C[5,5a]C[5a])(C[5]C[5]C)(H)2    N[5,5a](C[5,5a]C[5a]C[5])(C[5a]C[5a]H)(C[5]C[5]HH)     C[5](N[5,5a]C[5,5a]C[5a])(C[5]C[5]C)(H)2{1|H<1>,1|O<1>,2|C<3>}    N[5,5a](C[5,5a]C[5a]C[5])(C[5a]C[5a]H)(C[5]C[5]HH){1|C<3>,1|O<1>,2|H<1>}   1.4684    0.0000    1     1.4684     0.0000    1
474    542     3:3:1:1:    3:3:4:    N[5,5a]-3:C[5]-3:H-1:H-1:     C[5,5a]-3:C[5a]-3:C[5]-4:     Y    C[5](N[5,5a]C[5,5a]C[5a])(C[5]C[5]H)(H)2    N[5,5a](C[5,5a]C[5a]C[5])(C[5a]C[5a]H)(C[5]C[5]HH)     C[5](N[5,5a]C[5,5a]C[5a])(C[5]C[5]H)(H)2{2|C<3>,2|H<1>}    N[5,5a](C[5,5a]C[5a]C[5])(C[5a]C[5a]H)(C[5]C[5]HH){1|S<3>,3|H<1>}   1.4512    0.0016    2     1.4512     0.0016    2
474    542     3:3:1:1:    3:3:4:    N[5,6]-3:C[5]-3:H-1:H-1:     C[6,6]-3:C[5,6]-3:C[5]-4:     Y    C[5](N[5,6]C[5,6]C[6,6])(C[5]N[5]O)(H)2    N[5,6](C[6,6]C[6,6]S[6])(C[5,6]C[6]N[5])(C[5]C[5]HH)     C[5](N[5,6]C[5,6]C[6,6])(C[5]N[5]O)(H)2{1|H<1>,1|S<2>,2|C<3>}    N[5,6](C[6,6]C[6,6]S[6])(C[5,6]C[6]N[5])(C[5]C[5]HH){1|C<2>,1|C<4>,1|H<1>,1|O<1>,2|C<3>}   1.4635    0.0000    1     1.4632     0.0004    2
474    542     3:3:1:1:    3:3:4:    N[5,6]-3:C[5]-3:H-1:H-1:     C[6,6]-3:C[5,6]-3:C[5]-4:     Y    C[5](N[5,6]C[5,6]C[6,6])(C[5]N[5]O)(H)2    N[5,6](C[6,6]C[6,6]S[6])(C[5,6]C[6]N[5])(C[5]C[5]HH)     C[5](N[5,6]C[5,6]C[6,6])(C[5]N[5]O)(H)2{1|H<1>,1|S<2>,2|C<3>}    N[5,6](C[6,6]C[6,6]S[6])(C[5,6]C[6]N[5])(C[5]C[5]HH){1|C<4>,1|H<1>,1|O<1>,3|C<3>}   1.4629    0.0000    1     1.4632     0.0004    2
474    542     3:3:1:1:    3:3:4:    N[5,6a]-3:N[5]-3:H-1:H-1:     C[5,6a]-3:C[6a]-3:C[5]-4:     Y    C[5](N[5,6a]C[5,6a]C[6a])(N[5]C[5]C)(H)2    N[5,6a](C[5,6a]N[6a]C[5])(C[6a]C[6a,6a]O)(C[5]N[5]HH)     C[5](N[5,6a]C[5,6a]C[6a])(N[5]C[5]C)(H)2{1|C<3>,1|N<2>,1|O<1>,2|H<1>}    N[5,6a](C[5,6a]N[6a]C[5])(C[6a]C[6a,6a]O)(C[5]N[5]HH){1|C<4>,2|C<3>,2|H<1>}   1.4607    0.0000    1     1.4607     0.0000    1
474    542     3:3:1:1:    3:4:3:    C[5,6a]-3:N[5,6a]-3:H-1:H-1:     C[5,6a]-3:C[5]-4:C[6a]-3:     Y    C[5](C[5,6a]C[5,6a]C[6a])(N[5,6a]C[5,6a]C[6a])(H)2    N[5,6a](C[5,6a]C[5,6a]C[6a])(C[5]C[5,6a]HH)(C[6a]C[6a]O)     C[5](C[5,6a]C[5,6a]C[6a])(N[5,6a]C[5,6a]C[6a])(H)2{1|H<1>,1|N<2>,1|O<1>,3|C<3>}    N[5,6a](C[5,6a]C[5,6a]C[6a])(C[5]C[5,6a]HH)(C[6a]C[6a]O){1|N<2>,2|C<3>,2|H<1>}   1.4648    0.0006    2     1.4648     0.0006    2
474    542     3:3:1:1:    3:4:3:    C[5,6a]-3:N[5]-3:H-1:H-1:     C[5a]-3:C[5]-4:C[5]-3:     Y    C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[5a]C[5])(H)2    N[5](C[5a]C[5a]N[5a])(C[5]C[5,6a]HH)(C[5]C[5,6a]N)     C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[5a]C[5])(H)2{1|H<1>,2|N<2>,3|C<3>}    N[5](C[5a]C[5a]N[5a])(C[5]C[5,6a]HH)(C[5]C[5,6a]N){1|H<1>,1|O<2>,3|C<3>}   1.4636    0.0000    1     1.4636     0.0000    1
474    542     3:3:1:1:    3:4:3:    C[5,6a]-3:N[5]-3:H-1:H-1:     C[6a]-3:C[5]-4:C[5]-3:     Y    C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[6a]C[5])(H)2    N[5](C[6a]C[6a]N[6a])(C[5]C[5,6a]HH)(C[5]C[5,6a]N)     C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[6a]C[5])(H)2{1|H<1>,2|N<2>,3|C<3>}    N[5](C[6a]C[6a]N[6a])(C[5]C[5,6a]HH)(C[5]C[5,6a]N){1|H<1>,4|C<3>}   1.4657    0.0000    1     1.4657     0.0000    1
474    542     3:3:1:1:    3:4:3:    N[5,5]-3:C[5]-3:H-1:H-1:     N[5,5]-3:C[5]-4:C[5]-3:     Y    C[5](N[5,5]N[5,5]C[5])(C[5]C[5]C)(H)2    N[5,5](N[5,5]C[5]2)(C[5]C[5]HH)(C[5]C[5]O)     C[5](N[5,5]N[5,5]C[5])(C[5]C[5]C)(H)2{1|C<3>,1|H<1>,1|O<1>,2|C<4>}    N[5,5](N[5,5]C[5]2)(C[5]C[5]HH)(C[5]C[5]O){2|C<3>,5|H<1>}   1.4547    0.0007    2     1.4547     0.0007    2
474    542     3:3:1:1:    3:4:3:    N[5,6]-3:C[5]-3:H-1:H-1:     C[5,6]-3:C[5]-4:C[6]-3:     Y    C[5](N[5,6]C[5,6]C[6])(C[5]N[5]O)(H)2    N[5,6](C[5,6]C[6]N[5])(C[5]C[5]HH)(C[6]C[6]H)     C[5](N[5,6]C[5,6]C[6])(C[5]N[5]O)(H)2{2|C<3>,2|H<1>}    N[5,6](C[5,6]C[6]N[5])(C[5]C[5]HH)(C[6]C[6]H){1|C<3>,1|O<1>,3|H<1>}   1.4699    0.0000    1     1.4699     0.0000    1
474    542     3:3:1:1:    3:4:3:    N[5]-3:C[5]-3:H-1:H-1:     C[6a]-3:C[5]-4:C[5]-3:     Y    C[5](N[5]C[6a]C[5])(C[5]C[5]C)(H)2    N[5](C[6a]C[6a]N[6a])(C[5]C[5]HH)(C[5]C[5]O)     C[5](N[5]C[6a]C[5])(C[5]C[5]C)(H)2{1|C<3>,1|H<1>,1|N<2>,1|O<1>}    N[5](C[6a]C[6a]N[6a])(C[5]C[5]HH)(C[5]C[5]O){1|C<4>,2|C<3>,2|H<1>}   1.4625    0.0000    1     1.4625     0.0000    1
474    542     3:3:1:1:    3:4:3:    N[5]-3:C[5]-3:H-1:H-1:     C[6a]-3:C[5]-4:C[5]-3:     Y    C[5](N[5]C[6a]C[5])(C[5]N[5]O)(H)2    N[5](C[6a]C[6a]2)(C[5]C[5]HH)(C[5]N[5]O)     C[5](N[5]C[6a]C[5])(C[5]N[5]O)(H)2{1|C<4>,1|O<1>,2|C<3>}    N[5](C[6a]C[6a]2)(C[5]C[5]HH)(C[5]N[5]O){1|C<4>,1|O<1>,2|C<3>,2|H<1>}   1.4593    0.0000    1     1.4597     0.0006    2
474    542     3:3:1:1:    3:4:3:    N[5]-3:C[5]-3:H-1:H-1:     C[6a]-3:C[5]-4:C[5]-3:     Y    C[5](N[5]C[6a]C[5])(C[5]N[5]O)(H)2    N[5](C[6a]C[6a]2)(C[5]C[5]HH)(C[5]N[5]O)     C[5](N[5]C[6a]C[5])(C[5]N[5]O)(H)2{1|H<1>,1|O<1>,2|C<3>}    N[5](C[6a]C[6a]2)(C[5]C[5]HH)(C[5]N[5]O){1|O<1>,2|C<3>,3|H<1>}   1.4601    0.0000    1     1.4597     0.0006    2
474    542     3:3:1:1:    3:4:4:    C[5]-3:N[5]-3:H-1:H-1:     C[5,6a]-3:C[5]-4:S-4:     Y    C[5](C[5]N[5,6a]C)(N[5]C[5,6a]S)(H)2    N[5](C[5,6a]N[5,6a]N[6a])(C[5]C[5]HH)(SCOO)     C[5](C[5]N[5,6a]C)(N[5]C[5,6a]S)(H)2{1|C<3>,1|N<2>}    N[5](C[5,6a]N[5,6a]N[6a])(C[5]C[5]HH)(SCOO){3|C<3>}   1.4716    0.0000    1     1.4716     0.0000    1
474    542     3:3:1:1:    3:4:4:    N[5,5]-3:C[5]-3:H-1:H-1:     C[5,6a]-3:C[5,5]-4:C[5]-4:     Y    C[5](N[5,5]C[5,6a]C[5,5])(C[5]C[6a]N[5])(H)2    N[5,5](C[5,6a]C[6a,6a]C[5,6a])(C[5,5]C[6a]C[5]N[5])(C[5]C[5]HH)     C[5](N[5,5]C[5,6a]C[5,5])(C[5]C[6a]N[5])(H)2{1|C<4>,5|C<3>}    N[5,5](C[5,6a]C[6a,6a]C[5,6a])(C[5,5]C[6a]C[5]N[5])(C[5]C[5]HH){2|H<1>,6|C<3>}   1.4742    0.0000    1     1.4742     0.0000    1
474    542     3:3:1:1:    3:4:4:    N[5]-3:N[5]-3:H-1:H-1:     C[5,6a]-3:C[5]-4:C-4:     Y    C[5](N[5]C[5,6a]C)2(H)2    N[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]HH)(CN[5a]HH)     C[5](N[5]C[5,6a]C)2(H)2{2|C<3>}    N[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]HH)(CN[5a]HH){1|C<4>,1|H<1>,2|C<3>}   1.4619    0.0000    1     1.4619     0.0000    1
474    542     3:3:1:1:    4:3:1:    C[5,6a]-3:N[5]-3:H-1:H-1:     C[5]-4:C[5]-3:H-1:     Y    C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[5]H)(H)2    N[5](C[5]C[5,6a]HH)(C[5]C[5,6a]N)(H)     C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[5]H)(H)2{1|H<1>,1|N<3>,2|C<3>}    N[5](C[5]C[5,6a]HH)(C[5]C[5,6a]N)(H){2|C<3>}   1.4654    0.0000    1     1.4654     0.0000    1
474    542     3:3:1:1:    4:3:1:    C[5,6a]-3:N[5]-3:H-1:H-1:     C[5]-4:C[5]-3:H-1:     Y    C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[5]H)(H)2    N[5](C[5]C[5,6a]HH)(C[5]C[5,6a]O)(H)     C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[5]H)(H)2{1|O<1>,1|O<2>,2|C<3>}    N[5](C[5]C[5,6a]HH)(C[5]C[5,6a]O)(H){2|C<3>}   1.4525    0.0000    1     1.4525     0.0000    1
474    542     3:3:1:1:    4:3:1:    C[5]-3:N[5]-3:H-1:H-1:     C[5]-4:C[5]-3:H-1:     Y    C[5](C[5]C[5]O)(N[5]C[5]H)(H)2    N[5](C[5]C[5]HH)(C[5]C[5]O)(H)     C[5](C[5]C[5]O)(N[5]C[5]H)(H)2{1|O<1>,2|C<4>}    N[5](C[5]C[5]HH)(C[5]C[5]O)(H){1|O<1>,2|C<4>}   1.4477    0.0041    2     1.4477     0.0041    2
474    542     3:3:1:1:    4:3:1:    C[5]-3:N[5]-3:H-1:H-1:     C[5]-4:C[5]-3:H-1:     Y    C[5](C[5]N[5]O)(N[5]C[5]H)(H)2    N[5](C[5]C[5]HH)(C[5]N[5]S)(H)     C[5](C[5]N[5]O)(N[5]C[5]H)(H)2{1|C<4>,1|S<1>}    N[5](C[5]C[5]HH)(C[5]N[5]S)(H){1|C<4>,1|O<1>}   1.4511    0.0032    2     1.4492     0.0040    3
474    542     3:3:1:1:    4:3:1:    C[5]-3:N[5]-3:H-1:H-1:     C[5]-4:C[5]-3:H-1:     Y    C[5](C[5]N[5]O)(N[5]C[5]H)(H)2    N[5](C[5]C[5]HH)(C[5]N[5]S)(H)     C[5](C[5]N[5]O)(N[5]C[5]H)(H)2{1|N<3>,1|S<1>}    N[5](C[5]C[5]HH)(C[5]N[5]S)(H){1|N<3>,1|O<1>}   1.4454    0.0000    1     1.4492     0.0040    3
474    542     3:3:1:1:    4:3:2:    C[5]-3:N[5]-3:H-1:H-1:     C[5]-4:C[5]-3:N-2:     Y    C[5](C[5]N[5]O)(N[5]C[5]N)(H)2    N[5](C[5]C[5]HH)(C[5]N[5]O)(NC)     C[5](C[5]N[5]O)(N[5]C[5]N)(H)2{1|C<4>,1|O<1>}    N[5](C[5]C[5]HH)(C[5]N[5]O)(NC){1|C<4>,1|O<1>}   1.4488    0.0000    1     1.4558     0.0048    23
474    542     3:3:1:1:    4:3:2:    C[5]-3:N[5]-3:H-1:H-1:     C[5]-4:C[5]-3:N-2:     Y    C[5](C[5]N[5]O)(N[5]C[5]N)(H)2    N[5](C[5]C[5]HH)(C[5]N[5]O)(NC)     C[5](C[5]N[5]O)(N[5]C[5]N)(H)2{1|H<1>,1|O<1>}    N[5](C[5]C[5]HH)(C[5]N[5]O)(NC){1|H<1>,1|O<1>}   1.4561    0.0047    22     1.4558     0.0048    23
474    542     3:3:1:1:    4:3:3:    C[5,6a]-3:N[5]-3:H-1:H-1:     C[5]-4:C[5]-3:C-3:     Y    C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[5]C)(H)2    N[5](C[5]C[5,6a]HH)(C[5]C[5,6a]O)(CNO)     C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[5]C)(H)2{1|H<1>,1|O<1>,2|C<3>}    N[5](C[5]C[5,6a]HH)(C[5]C[5,6a]O)(CNO){2|C<3>}   1.4702    0.0000    1     1.4702     0.0000    1
474    542     3:3:1:1:    4:3:3:    C[5,6a]-3:N[5]-3:H-1:H-1:     C[5]-4:C[5]-3:C[6]-3:     Y    C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[5]C[6])(H)2    N[5](C[5]C[5,6a]HH)(C[5]C[5,6a]N)(C[6]C[6]2)     C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[5]C[6])(H)2{1|H<1>,1|N<3>,4|C<3>}    N[5](C[5]C[5,6a]HH)(C[5]C[5,6a]N)(C[6]C[6]2){1|Pd<5>,1|H<1>,4|C<3>}   1.4692    0.0042    2     1.4692     0.0042    2
474    542     3:3:1:1:    4:3:3:    C[5,6a]-3:N[5]-3:H-1:H-1:     C[5]-4:C[5]-3:C[6a]-3:     Y    C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[6a]C[5])(H)2    N[5](C[5]C[5,6a]HH)(C[5]C[5,6a]O)(C[6a]C[6a]2)     C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[6a]C[5])(H)2{1|H<1>,1|O<1>,4|C<3>}    N[5](C[5]C[5,6a]HH)(C[5]C[5,6a]O)(C[6a]C[6a]2){1|C<4>,1|H<1>,4|C<3>}   1.4586    0.0000    1     1.4654     0.0069    5
474    542     3:3:1:1:    4:3:3:    C[5,6a]-3:N[5]-3:H-1:H-1:     C[5]-4:C[5]-3:C[6a]-3:     Y    C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[6a]C[5])(H)2    N[5](C[5]C[5,6a]HH)(C[5]C[5,6a]O)(C[6a]C[6a]2)     C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[6a]C[5])(H)2{1|H<1>,1|O<1>,4|C<3>}    N[5](C[5]C[5,6a]HH)(C[5]C[5,6a]O)(C[6a]C[6a]2){1|Cl<1>,1|H<1>,4|C<3>}   1.4667    0.0000    1     1.4654     0.0069    5
474    542     3:3:1:1:    4:3:3:    C[5,6a]-3:N[5]-3:H-1:H-1:     C[5]-4:C[5]-3:C[6a]-3:     Y    C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[6a]C[5])(H)2    N[5](C[5]C[5,6a]HH)(C[5]C[5,6a]O)(C[6a]C[6a]2)     C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[6a]C[5])(H)2{1|H<1>,1|O<1>,4|C<3>}    N[5](C[5]C[5,6a]HH)(C[5]C[5,6a]O)(C[6a]C[6a]2){1|H<1>,1|O<2>,4|C<3>}   1.4733    0.0000    1     1.4654     0.0069    5
474    542     3:3:1:1:    4:3:3:    C[5,6a]-3:N[5]-3:H-1:H-1:     C[5]-4:C[5]-3:C[6a]-3:     Y    C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[6a]C[5])(H)2    N[5](C[5]C[5,6a]HH)(C[5]C[5,6a]O)(C[6a]C[6a]2)     C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[6a]C[5])(H)2{1|H<1>,1|O<1>,4|C<3>}    N[5](C[5]C[5,6a]HH)(C[5]C[5,6a]O)(C[6a]C[6a]2){2|H<1>,4|C<3>}   1.4642    0.0088    2     1.4654     0.0069    5
474    542     3:3:1:1:    4:3:3:    C[5]-3:N[5]-3:H-1:H-1:     C[5]-4:C[5]-3:C-3:     Y    C[5](C[5]C[5]C)(N[5]C[5]C)(H)2    N[5](C[5]C[5]HH)(C[5]C[5]O)(CNO)     C[5](C[5]C[5]C)(N[5]C[5]C)(H)2{1|C<4>,1|O<1>}    N[5](C[5]C[5]HH)(C[5]C[5]O)(CNO){2|C<4>}   1.4569    0.0000    1     1.4569     0.0000    1
474    542     3:3:1:1:    4:3:3:    C[5]-3:N[5]-3:H-1:H-1:     C[5]-4:C[5]-3:C-3:     Y    C[5](C[5]C[5]H)(N[5]C[5]C)(H)2    N[5](C[5]C[5]HH)(C[5]C[5]O)(CC[6a]O)     C[5](C[5]C[5]H)(N[5]C[5]C)(H)2{1|N<3>,1|O<1>}    N[5](C[5]C[5]HH)(C[5]C[5]O)(CC[6a]O){1|H<1>,1|N<3>}   1.4687    0.0000    1     1.4687     0.0000    1
474    542     3:3:1:1:    4:3:3:    C[5]-3:N[5]-3:H-1:H-1:     C[5]-4:C[5]-3:C-3:     Y    C[5](C[5]C[5]H)(N[5]C[5]C)(H)2    N[5](C[5]C[5]HH)(C[5]C[5]O)(COO)     C[5](C[5]C[5]H)(N[5]C[5]C)(H)2{1|C<4>,1|O<1>}    N[5](C[5]C[5]HH)(C[5]C[5]O)(COO){1|C<4>,1|H<1>}   1.4712    0.0000    1     1.4712     0.0000    1
474    542     3:3:1:1:    4:3:3:    C[5]-3:N[5]-3:H-1:H-1:     C[5]-4:C[5]-3:C-3:     Y    C[5](C[5]C[5]O)(N[5]C[5]C)(H)2    N[5](C[5]C[5]HH)(C[5]C[5]O)(CCO)     C[5](C[5]C[5]O)(N[5]C[5]C)(H)2{1|C<3>,1|O<1>}    N[5](C[5]C[5]HH)(C[5]C[5]O)(CCO){1|C<3>,1|O<2>}   1.4543    0.0000    1     1.4543     0.0000    1
