818    972     3:3:2:    3:3:4:    C[5,6]-3:N[6]-3:N[5]-2:     C[5,6]-3:C[5,6]-3:C-4:     Y    C[5,6](C[5,6]C[6]S[5])(N[6]C[5,6]C)(N[5]Se[5])    N[6](C[5,6]C[5,6]N[5])2(CCHH)     C[5,6](C[5,6]C[6]S[5])(N[6]C[5,6]C)(N[5]Se[5]){1|C<3>,1|C<4>,1|N<2>}    N[6](C[5,6]C[5,6]N[5])2(CCHH){2|Se<2>,1|C<3>,2|S<2>}   1.3875    0.0000    1     1.3963     0.0087    9
818    972     3:3:2:    3:3:4:    C[5,6]-3:N[6]-3:N[5]-2:     C[5,6]-3:C[5,6]-3:C-4:     Y    C[5,6](C[5,6]C[6]S[5])(N[6]C[5,6]C)(N[5]Se[5])    N[6](C[5,6]C[5,6]N[5])2(CCHH)     C[5,6](C[5,6]C[6]S[5])(N[6]C[5,6]C)(N[5]Se[5]){1|Cl<1>,1|C<3>,1|N<2>}    N[6](C[5,6]C[5,6]N[5])2(CCHH){2|Se<2>,1|C<3>,2|S<2>}   1.3995    0.0087    6     1.3963     0.0087    9
818    972     3:3:2:    3:3:4:    C[5,6]-3:N[6]-3:N[5]-2:     C[5,6]-3:C[5,6]-3:C-4:     Y    C[5,6](C[5,6]C[6]S[5])(N[6]C[5,6]C)(N[5]Se[5])    N[6](C[5,6]C[5,6]N[5])2(CH3)     C[5,6](C[5,6]C[6]S[5])(N[6]C[5,6]C)(N[5]Se[5]){1|Cl<1>,1|C<3>,1|N<2>}    N[6](C[5,6]C[5,6]N[5])2(CH3){2|Se<2>,1|C<3>,2|S<2>}   1.3940    0.0025    2     1.3940     0.0025    2
818    972     3:3:2:    3:3:4:    C[5,6]-3:N[6]-3:N[5]-2:     C[5,6]-3:C[5,6]-3:C-4:     Y    C[5,6](C[5,6]N[6]S[5])(N[6]C[5,6]C)(N[5]S[5])    N[6](C[5,6]C[5,6]N[5])2(CH3)     C[5,6](C[5,6]N[6]S[5])(N[6]C[5,6]C)(N[5]S[5]){1|C<3>,1|N<2>}    N[6](C[5,6]C[5,6]N[5])2(CH3){1|N<2>,4|S<2>}   1.3808    0.0000    1     1.3808     0.0000    1
818    972     3:3:2:    3:3:4:    C[5,6]-3:N[6]-3:N[5]-2:     C[5,6]-3:C[5,6]-3:C-4:     Y    C[5,6](C[5,6]Se[5]C[6])(N[6]C[5,6]C)(N[5]S[5])    N[6](C[5,6]C[5,6]N[5])2(CCHH)     C[5,6](C[5,6]Se[5]C[6])(N[6]C[5,6]C)(N[5]S[5]){1|C<3>,1|H<1>,1|N<2>}    N[6](C[5,6]C[5,6]N[5])2(CCHH){2|Se<2>,1|C<3>,2|S<2>}   1.3892    0.0063    4     1.3896     0.0058    6
818    972     3:3:2:    3:3:4:    C[5,6]-3:N[6]-3:N[5]-2:     C[5,6]-3:C[5,6]-3:C-4:     Y    C[5,6](C[5,6]Se[5]C[6])(N[6]C[5,6]C)(N[5]S[5])    N[6](C[5,6]C[5,6]N[5])2(CCHH)     C[5,6](C[5,6]Se[5]C[6])(N[6]C[5,6]C)(N[5]S[5]){1|Cl<1>,1|C<3>,1|N<2>}    N[6](C[5,6]C[5,6]N[5])2(CCHH){2|Se<2>,1|C<3>,2|S<2>}   1.3904    0.0070    2     1.3896     0.0058    6
818    972     3:3:2:    3:3:4:    C[5,6]-3:N[6]-3:N[5]-2:     C[5,6]-3:C[5,6]-3:C-4:     Y    C[5,6](C[5,6]Se[5]C[6])(N[6]C[5,6]C)(N[5]S[5])    N[6](C[5,6]C[5,6]N[5])2(CH3)     C[5,6](C[5,6]Se[5]C[6])(N[6]C[5,6]C)(N[5]S[5]){1|Cl<1>,1|C<3>,1|N<2>}    N[6](C[5,6]C[5,6]N[5])2(CH3){2|Se<2>,1|C<3>,2|S<2>}   1.3890    0.0109    2     1.3890     0.0109    2
818    972     3:3:2:    3:3:4:    C[5,6]-3:N[6]-3:N[5]-2:     C[5,6]-3:C[5,6]-3:C-4:     Y    C[5,6](C[5,6]Se[5]C[6])(N[6]C[5,6]C)(N[5]Se[5])    N[6](C[5,6]C[5,6]N[5])2(CCHH)     C[5,6](C[5,6]Se[5]C[6])(N[6]C[5,6]C)(N[5]Se[5]){1|Br<1>,1|C<3>,1|N<2>}    N[6](C[5,6]C[5,6]N[5])2(CCHH){4|Se<2>,1|C<3>}   1.3968    0.0000    1     1.3923     0.0064    7
818    972     3:3:2:    3:3:4:    C[5,6]-3:N[6]-3:N[5]-2:     C[5,6]-3:C[5,6]-3:C-4:     Y    C[5,6](C[5,6]Se[5]C[6])(N[6]C[5,6]C)(N[5]Se[5])    N[6](C[5,6]C[5,6]N[5])2(CCHH)     C[5,6](C[5,6]Se[5]C[6])(N[6]C[5,6]C)(N[5]Se[5]){1|C<3>,1|H<1>,1|N<2>}    N[6](C[5,6]C[5,6]N[5])2(CCHH){4|Se<2>,1|C<3>}   1.3893    0.0019    4     1.3923     0.0064    7
818    972     3:3:2:    3:3:4:    C[5,6]-3:N[6]-3:N[5]-2:     C[5,6]-3:C[5,6]-3:C-4:     Y    C[5,6](C[5,6]Se[5]C[6])(N[6]C[5,6]C)(N[5]Se[5])    N[6](C[5,6]C[5,6]N[5])2(CCHH)     C[5,6](C[5,6]Se[5]C[6])(N[6]C[5,6]C)(N[5]Se[5]){1|Cl<1>,1|C<3>,1|N<2>}    N[6](C[5,6]C[5,6]N[5])2(CCHH){4|Se<2>,1|C<3>}   1.3959    0.0124    2     1.3923     0.0064    7
818    972     3:3:2:    3:3:4:    C[5,6]-3:N[6]-3:N[5]-2:     C[5,6]-3:C[5,6]-3:C-4:     Y    C[5,6](C[5,6]Se[5]C[6])(N[6]C[5,6]C)(N[5]Se[5])    N[6](C[5,6]C[5,6]N[5])2(CH3)     C[5,6](C[5,6]Se[5]C[6])(N[6]C[5,6]C)(N[5]Se[5]){1|Cl<1>,1|C<3>,1|N<2>}    N[6](C[5,6]C[5,6]N[5])2(CH3){4|Se<2>,1|C<3>}   1.3955    0.0042    2     1.3955     0.0042    2
818    972     3:3:2:    3:3:4:    C[5,6]-3:N[6]-3:N[5]-2:     C[5,6]-3:C[6,6]-3:C-4:     Y    C[5,6](C[5,6]C[6]S[5])(N[6]C[6,6]C)(N[5]S[5])    N[6](C[5,6]C[5,6]N[5])(C[6,6]C[6,6]N[6])(CH3)     C[5,6](C[5,6]C[6]S[5])(N[6]C[6,6]C)(N[5]S[5]){1|C<3>,1|H<1>,1|N<2>}    N[6](C[5,6]C[5,6]N[5])(C[6,6]C[6,6]N[6])(CH3){2|C<3>,3|S<2>}   1.4212    0.0305    4     1.4212     0.0305    4
818    972     3:3:2:    3:3:4:    C[5,6]-3:N[6]-3:N[5]-2:     C[5,6]-3:C[6]-3:C-4:     Y    C[5,6](C[5,6]C[6]S[5])(N[6]C[6]C)(N[5]S[5])    N[6](C[5,6]C[5,6]N[5])(C[6]C[6]N)(CCHH)     C[5,6](C[5,6]C[6]S[5])(N[6]C[6]C)(N[5]S[5]){1|C<3>,1|F<1>,1|N<2>}    N[6](C[5,6]C[5,6]N[5])(C[6]C[6]N)(CCHH){1|C<3>,1|S<1>,2|S<2>}   1.3668    0.0006    2     1.3668     0.0006    2
818    972     3:3:2:    3:3:4:    C[5,6]-3:N[6]-3:N[5]-2:     C[5,6]-3:C[6]-3:C-4:     Y    C[5,6](C[5,6]C[6]S[5])(N[6]C[6]C)(N[5]S[5])    N[6](C[5,6]C[5,6]N[5])(C[6]C[6]N)(CH3)     C[5,6](C[5,6]C[6]S[5])(N[6]C[6]C)(N[5]S[5]){1|C<3>,1|F<1>,1|N<2>}    N[6](C[5,6]C[5,6]N[5])(C[6]C[6]N)(CH3){1|C<3>,1|S<1>,2|S<2>}   1.3689    0.0000    1     1.3689     0.0000    1
818    972     3:3:2:    3:3:4:    C[5,6a]-3:N[6a]-3:N[5]-2:     C[5,6a]-3:C[6a]-3:C-4:     Y    C[5,6a](C[5,6a]C[6a]N[5])(N[6a]C[6a]C)(N[5]C[5])    N[6a](C[5,6a]C[5,6a]N[5])(C[6a]N[6a]O)(CH3)     C[5,6a](C[5,6a]C[6a]N[5])(N[6a]C[6a]C)(N[5]C[5]){1|H<1>,1|N<3>,2|O<1>}    N[6a](C[5,6a]C[5,6a]N[5])(C[6a]N[6a]O)(CH3){1|C<4>,1|N<2>,2|C<3>}   1.3806    0.0108    2     1.3806     0.0108    2
818    972     3:3:2:    3:3:4:    C[5,6a]-3:N[6a]-3:N[5]-2:     C[5,6a]-3:C[6a]-3:C-4:     Y    C[5,6a](C[5,6a]C[6a]N[5])(N[6a]C[6a]C)(N[5]N[5])    N[6a](C[5,6a]C[5,6a]N[5])(C[6a]N[6a]O)(CH3)     C[5,6a](C[5,6a]C[6a]N[5])(N[6a]C[6a]C)(N[5]N[5]){1|N<3>,2|O<1>}    N[6a](C[5,6a]C[5,6a]N[5])(C[6a]N[6a]O)(CH3){1|C<3>,1|C<4>,2|N<2>}   1.3832    0.0349    17     1.3823     0.0307    22
818    972     3:3:2:    3:3:4:    C[5,6a]-3:N[6a]-3:N[5]-2:     C[5,6a]-3:C[6a]-3:C-4:     Y    C[5,6a](C[5,6a]C[6a]N[5])(N[6a]C[6a]C)(N[5]N[5])    N[6a](C[5,6a]C[5,6a]N[5])(C[6a]N[6a]O)(CH3)     C[5,6a](C[5,6a]C[6a]N[5])(N[6a]C[6a]C)(N[5]N[5]){1|N<3>,2|O<1>}    N[6a](C[5,6a]C[5,6a]N[5])(C[6a]N[6a]O)(CH3){1|C<3>,1|H<1>,2|N<2>}   1.3850    0.0000    1     1.3823     0.0307    22
818    972     3:3:2:    3:3:4:    C[5,6a]-3:N[6a]-3:N[5]-2:     C[5,6a]-3:C[6a]-3:C-4:     Y    C[5,6a](C[5,6a]C[6a]N[5])(N[6a]C[6a]C)(N[5]N[5])    N[6a](C[5,6a]C[5,6a]N[5])(C[6a]N[6a]O)(CH3)     C[5,6a](C[5,6a]C[6a]N[5])(N[6a]C[6a]C)(N[5]N[5]){2|Cu<5>,1|N<3>,2|O<1>}    N[6a](C[5,6a]C[5,6a]N[5])(C[6a]N[6a]O)(CH3){1|C<3>,1|C<4>,2|N<3>}   1.3730    0.0000    1     1.3823     0.0307    22
818    972     3:3:2:    3:3:4:    C[5,6a]-3:N[6a]-3:N[5]-2:     C[5,6a]-3:C[6a]-3:C-4:     Y    C[5,6a](C[5,6a]C[6a]N[5])(N[6a]C[6a]C)(N[5]N[5])    N[6a](C[5,6a]C[5,6a]N[5])(C[6a]N[6a]O)(CH3)     C[5,6a](C[5,6a]C[6a]N[5])(N[6a]C[6a]C)(N[5]N[5]){2|Ni<6>,1|N<3>,2|O<1>}    N[6a](C[5,6a]C[5,6a]N[5])(C[6a]N[6a]O)(CH3){1|C<3>,1|C<4>,2|N<3>}   1.3791    0.0098    3     1.3823     0.0307    22
818    972     3:3:2:    3:3:4:    C[5,6a]-3:N[6a]-3:O[5]-2:     C[5,6a]-3:C[6a]-3:C-4:     Y    C[5,6a](C[5,6a]C[6a]C[5])(N[6a]C[6a]C)(O[5]C[5,6])    N[6a](C[5,6a]C[5,6a]O[5])(C[6a]N[6a]O)(CH3)     C[5,6a](C[5,6a]C[6a]C[5])(N[6a]C[6a]C)(O[5]C[5,6]){1|N<3>,2|C<3>,2|C<4>,2|O<1>}    N[6a](C[5,6a]C[5,6a]O[5])(C[6a]N[6a]O)(CH3){1|C<3>,3|C<4>}   1.3579    0.0000    1     1.3579     0.0000    1
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a,6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[5a,6a]C[6a])(N[6a]C[6a,6a]C)(N[5a]C[5a,6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a,6a]C[6a,6a]C[6a])(CC[6a]HH)     C[5a,6a](C[5a,6a]C[5a,6a]C[6a])(N[6a]C[6a,6a]C)(N[5a]C[5a,6a]){1|H<1>,4|C<3>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a,6a]C[6a,6a]C[6a])(CC[6a]HH){1|H<1>,5|C<3>}   1.3629    0.0000    1     1.3629     0.0000    1
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a,6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[5a,6a]C[6a])(N[6a]C[6a,6a]C)(N[5a]C[5a,6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a,6a]C[6a,6a]C[6a])(CH3)     C[5a,6a](C[5a,6a]C[5a,6a]C[6a])(N[6a]C[6a,6a]C)(N[5a]C[5a,6a]){1|H<1>,4|C<3>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a,6a]C[6a,6a]C[6a])(CH3){1|H<1>,5|C<3>}   1.3599    0.0026    3     1.3599     0.0026    3
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[5a]C[6a])(N[6a]C[6a]C)(N[5a]C[5a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]C[6a]H)(CHHO)     C[5a,6a](C[5a,6a]C[5a]C[6a])(N[6a]C[6a]C)(N[5a]C[5a]){1|Cl<1>,2|C<3>,2|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]C[6a]H)(CHHO){1|H<1>,3|C<3>}   1.3680    0.0000    1     1.3680     0.0000    1
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]C[6a]H)(CCHH)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a]){2|C<3>,2|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]C[6a]H)(CCHH){1|Br<1>,1|N<2>,2|C<3>}   1.3542    0.0000    1     1.3542     0.0000    1
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]C[6a]H)(CC[6a]HH)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a]){2|C<3>,2|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]C[6a]H)(CC[6a]HH){1|Br<1>,1|N<2>,2|C<3>}   1.3536    0.0017    2     1.3536     0.0017    2
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H)(CCHH)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a]){1|C<4>,1|N<2>,1|O<1>,2|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H)(CCHH){1|N<3>,2|C<3>}   1.3701    0.0000    1     1.3701     0.0000    1
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CCHH)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a]){1|C<3>,1|H<1>,1|N<3>,2|O<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CCHH){1|C<4>,1|N<3>,2|C<3>}   1.3751    0.0000    1     1.3751     0.0000    1
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a]){1|C<3>,1|C<4>,1|N<3>,2|O<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3){1|C<4>,1|N<3>,2|C<3>}   1.3725    0.0039    2     1.3742     0.0078    128
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a]){1|C<3>,1|H<1>,1|N<3>,2|O<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3){1|C<4>,1|N<3>,2|C<3>}   1.3710    0.0000    1     1.3742     0.0078    128
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a]){1|C<4>,1|H<1>,1|N<3>,2|O<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3){1|C<4>,1|N<3>,2|C<3>}   1.3740    0.0065    67     1.3742     0.0078    128
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a]){1|C<4>,1|H<1>,1|N<3>,2|O<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3){1|H<1>,1|N<3>,2|C<3>}   1.3773    0.0023    2     1.3742     0.0078    128
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a]){1|C<4>,1|H<1>,1|N<3>,2|O<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3){1|Pt<4>,1|N<3>,2|C<3>}   1.3402    0.0000    1     1.3742     0.0078    128
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a]){1|C<4>,1|N<2>,1|N<3>,2|O<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3){1|C<4>,1|N<3>,2|C<3>}   1.3766    0.0000    1     1.3742     0.0078    128
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a]){1|C<4>,2|N<3>,2|O<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3){1|C<4>,1|N<3>,2|C<3>}   1.3625    0.0000    1     1.3742     0.0078    128
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a]){1|Cl<1>,1|C<4>,1|N<3>,2|O<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3){1|C<4>,1|N<3>,2|C<3>}   1.3714    0.0000    1     1.3742     0.0078    128
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a]){1|H<1>,1|O<1>,2|N<3>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3){1|C<4>,1|N<2>,2|C<3>}   1.3735    0.0017    2     1.3742     0.0078    128
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a]){1|N<3>,2|H<1>,2|O<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3){1|C<4>,1|N<3>,2|C<3>}   1.3733    0.0065    44     1.3742     0.0078    128
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a]){1|Pt<4>,1|H<1>,1|N<3>,2|O<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3){1|C<4>,1|N<3>,2|C<3>}   1.3903    0.0001    2     1.3742     0.0078    128
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a]){1|Pt<4>,1|N<3>,1|S<2>,2|O<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3){1|C<4>,1|N<3>,2|C<3>}   1.3975    0.0004    2     1.3742     0.0078    128
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]C[5a]){1|Zn<5>,1|H<1>,1|N<3>,2|O<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3){1|C<4>,1|N<3>,2|C<3>}   1.3820    0.0054    2     1.3742     0.0078    128
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]N[5a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]N[5a]){1|Cd<5>,1|N<3>,2|O<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3){1|C<3>,1|C<4>,1|N<2>,1|N<3>}   1.3739    0.0075    2     1.3778     0.0065    15
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]N[5a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]N[5a]){1|Cd<6>,1|N<3>,2|O<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3){1|C<3>,1|C<4>,1|N<2>,1|N<3>}   1.3739    0.0075    2     1.3778     0.0065    15
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]N[5a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]N[5a]){1|Cu<5>,1|N<3>,2|O<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3){1|C<3>,1|C<4>,1|N<2>,1|N<3>}   1.3764    0.0090    3     1.3778     0.0065    15
818    972     3:3:2:    3:3:4:    C[5a,6a]-3:N[6a]-3:N[5a]-2:     C[5a,6a]-3:C[6a]-3:C-4:     Y    C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]N[5a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[6a]C[6a]C)(N[5a]N[5a]){1|Cu<6>,1|N<3>,2|O<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)(CH3){1|C<3>,1|C<4>,1|N<2>,1|N<3>}   1.3755    0.0030    2     1.3778     0.0065    15
